NOM_ABREV_ORGAO;SGL_UF;NOM_LOCALIDADE;COD_TIPO_AUTOR;UO__Cod_;NOM_ABREV_UNID_ORCA;COD_AUTOR;COD_EMENDA;NOM_AUTOR;SGL_PARTIDO;FUNCPROG;SALDO;UF_AUTOR;Título;200;270;410;420;510
M. da Educação;DF;Distrito Federal;02;26271;Fund. Univ. de Brasília;2069;20690019;Cristovam Buarque;PT;12.364.1073.6368.0122;500000;DF;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Distrito Federal;630000;630000;0;0;0
M. da Educação;DF;Distrito Federal;08;26271;Fund. Univ. de Brasília;7108;71080018;Bancada do Distrito Federal;S/PARTIDO;12.364.1073.6373.0053;5188800;DF;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Distrito Federal;20783800;22783800;13157187,27;10146881,86;10011878,8
M. da Educação;ES;Alegre;01;26302;EAF- Alegre - ES;1412;14120009;Iriny Lopes;PT;12.363.1062.6301.0006;50000;ES;Acervo Bibliográfico para as Instituições da Rede Federal de Educação Profissional - Alegre - ES;50000;50000;14474,6;0;0
M. da Educação;ES;Espírito Santo;08;26207;CEFET - ES;7109;71090011;Bancada do Espirito Santo;S/PARTIDO;12.363.1062.6374.0032;6279200;ES;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado do Espírito Santo;7429829;7429829;918159,36;697033,88;693548,88
M. da Educação;ES;Espírito Santo;08;26234;UFES;7109;71090018;Bancada do Espirito Santo;S/PARTIDO;12.364.1073.6373.0032;4869200;ES;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Espírito Santo;7127233;9812712;1051805,01;365868,47;359959,51
M. da Educação;ES;Vila Velha;01;26298;FNDE;1412;14120019;Iriny Lopes;PT;12.367.1374.09FD.0002;135000;ES;Apoio à Aquisição de Veículos Escolares para a Educação Especial - Vila Velha-ES;135000;135000;0;0;0
M. da Educação;GO;Água Fria de Goiás;02;26298;FNDE;2069;20690010;Cristovam Buarque;PT;12.361.1376.0E01.0030;150000;GO;Apoio ao Desenvolvimento do Ensino Fundamental - Construção e Reforma de Escolas Municipais - Água Fria de Goiás-GO;150000;150000;0;0;0
M. da Educação;GO;Águas Lindas de Goiás;02;26298;FNDE;2069;20690011;Cristovam Buarque;PT;12.361.1376.0E01.0032;300000;GO;Apoio ao Desenvolvimento do Ensino Fundamental - Construção e Recuperação de Escolas Municipais - Águas Lindas de Goiás-GO;300000;300000;0;0;0
M. da Educação;GO;Alexânia;02;26298;FNDE;2069;20690012;Cristovam Buarque;PT;12.361.1376.0E01.0034;150000;GO;Apoio ao Desenvolvimento do Ensino Fundamental - Construção e Reforma de Escolas - Alexânia-GO;150000;150000;150000;0;0
M. da Educação;GO;Goiás;01;26235;UFGO;1956;19560017;Leandro Vilela;PMDB;12.364.1073.6368.0088;100000;GO;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Estado de Goiás;100000;100000;0;0;0
M. da Educação;GO;Goiás;01;26235;UFGO;1960;19600003;Rubens Otoni;PT;12.364.1073.6368.0090;100000;GO;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Curso de Geografia - Estado de Goiás (Campus da Cidade de Catalão);100000;100000;11158,62;0;0
M. da Educação;GO;Goiás;01;26341;EAF- Ceres - GO;1958;19580004;Neyde Aparecida;PT;12.363.1062.2992.0052;100000;GO;Funcionamento da Educação Profissional - No Estado de Goiás;4023909;4293909;3991353,5;3737865,6;3736452,09
M. da Educação;GO;Mineiros;01;26101;M. da Educação;1956;19560002;Leandro Vilela;PMDB;12.364.1073.0048.0306;100000;GO;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Mineiros - GO;100000;100000;0;0;0
M. da Educação;GO;Quirinópolis;01;26101;M. da Educação;1958;19580002;Neyde Aparecida;PT;12.363.1062.6380.0070;100000;GO;Fomento ao Desenvolvimento da Educação Profissional - Construção de Escola Agrícola Municipal - Quirinópolis - GO (Fazenda-Escola Dr. Ulisses Guimarães);100000;100000;0;0;0
M. da Educação;GO;Quirinópolis;01;26298;FNDE;1958;19580003;Neyde Aparecida;PT;12.361.1376.0E01.0024;250000;GO;Apoio ao Desenvolvimento do Ensino Fundamental - Construção da Escola Municipal Rural Polo - Quirinópolis-GO;250000;250000;250000;0;0
M. da Educação;GO;Valparaíso de Goiás;02;26298;FNDE;2069;20690015;Cristovam Buarque;PT;12.361.1376.0E01.0038;100000;GO;Apoio ao Desenvolvimento do Ensino Fundamental - Construção e Reforma de Escolas Municipais - Valparaíso de Goiás-GO;100000;100000;0;0;0
M. da Educação;GO;Vila Boa;02;26298;FNDE;2069;20690016;Cristovam Buarque;PT;12.361.1376.0E01.0040;150000;GO;Apoio ao Desenvolvimento do Ensino Fundamental - Construção e Reforma de Escolas Municipais - Vila Boa-GO;150000;150000;149875,8;0;0
M. da Educação;MA;Maranhão;01;26101;M. da Educação;1145;11450008;Costa Ferreira;PSC;12.364.1073.0048.0274;100000;MA;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Estado do Maranhão;350000;350000;0;0;0
M. da Educação;MA;Maranhão;01;26101;M. da Educação;1159;11590006;Sarney Filho;PV;12.364.1073.0048.0280;200000;MA;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Universidade Estadual do Maranhão - UEMA - Estado do Maranhão;350000;350000;0;0;0
M. da Educação;MA;Maranhão;01;26101;M. da Educação;1216;12160007;Clovis Fecury;PFL;12.364.1073.0048.0280;100000;MA;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Universidade Estadual do Maranhão - UEMA - Estado do Maranhão;350000;350000;0;0;0
M. da Educação;MA;Maranhão;01;26101;M. da Educação;1226;12260014;Dr. Ribamar Alves;PSB;12.364.1073.0048.0274;250000;MA;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Estado do Maranhão;350000;350000;0;0;0
M. da Educação;MA;Maranhão;01;26101;M. da Educação;1596;15960006;Wagner Lago;PP;12.364.1073.0048.0280;50000;MA;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Universidade Estadual do Maranhão - UEMA - Estado do Maranhão;350000;350000;0;0;0
M. da Educação;MA;Maranhão;01;26101;M. da Educação;1648;16480004;Paulo Marinho;PL;12.364.1073.0048.0300;300000;MA;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Curso de Medicina da Universidade Estadual do Maranhão - Laboratório de Medicina em Caxias - Estado do Maranhão;300000;300000;0;0;0
M. da Educação;MA;Maranhão;01;26101;M. da Educação;3352;33520005;Sebastião Madeira;PSDB;12.364.1073.0048.0332;50000;MA;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Implantação de Laboratório do Curso de Medicina Veterinária - Centro de Ensino Superior de Imperatriz - Estado do Maranhão (UEMA);50000;50000;0;0;0
M. da Educação;MA;Maranhão;01;26101;M. da Educação;3511;35110007;Pedro Fernandes;PTB;12.364.1073.0048.0344;50000;MA;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Equipamentos para o Laboratório de Solos do Curso de Engenharia Civil da Universidade Estadual do Maranhão - MA;50000;50000;0;0;0
M. da Educação;MA;Maranhão;01;26272;Fund. Univ. Fed. do Maranhão;1145;11450007;Costa Ferreira;PSC;12.364.1073.6373.0021;100000;MA;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Maranhão;5724504;5724504;1149031,84;587756,92;587061,92
M. da Educação;MA;Maranhão;01;26272;Fund. Univ. Fed. do Maranhão;1214;12140005;Antonio Joaquim;PP;12.364.1073.6373.0021;75000;MA;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Maranhão;5724504;5724504;1149031,84;587756,92;587061,92
M. da Educação;MA;Maranhão;01;26272;Fund. Univ. Fed. do Maranhão;1214;12140010;Antonio Joaquim;PP;12.364.1073.6373.0021;200000;MA;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Maranhão;5724504;5724504;1149031,84;587756,92;587061,92
M. da Educação;MA;Maranhão;01;26272;Fund. Univ. Fed. do Maranhão;1226;12260015;Dr. Ribamar Alves;PSB;12.364.1073.6373.0002;150000;MA;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Modernização dos Laboratórios e Equipamentos de Informática para o Departamento de Ciências Biologicas   - Estado do Maranhão;150000;150000;0;0;0
M. da Educação;MA;Maranhão;01;26272;Fund. Univ. Fed. do Maranhão;1231;12310001;Luciano Leitoa;PSB;12.364.1073.6373.0021;50000;MA;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Maranhão;5724504;5724504;1149031,84;587756,92;587061,92
M. da Educação;MA;Maranhão;01;26272;Fund. Univ. Fed. do Maranhão;1596;15960007;Wagner Lago;PP;12.364.1073.6373.0021;100000;MA;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Maranhão;5724504;5724504;1149031,84;587756,92;587061,92
M. da Educação;MA;Maranhão;01;26272;Fund. Univ. Fed. do Maranhão;3352;33520004;Sebastião Madeira;PSDB;12.364.1073.6368.0138;100000;MA;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Campus II - Imperatriz - MA;100000;100000;0;0;0
M. da Educação;MA;Maranhão;01;26272;Fund. Univ. Fed. do Maranhão;3510;35100003;Nice Lobão;PFL;12.364.1073.6368.0126;50000;MA;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Estado do Maranhão;50000;50000;0;0;0
M. da Educação;MA;Maranhão;01;26298;FNDE;1226;12260005;Dr. Ribamar Alves;PSB;12.361.1376.0E02.0004;80000;MA;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Estado do Maranhão;80000;80000;0;0;0
M. da Educação;MA;Maranhão;01;26298;FNDE;1226;12260007;Dr. Ribamar Alves;PSB;12.367.1374.0511.0098;60000;MA;APOIO AO DESENVOLVIMENTO DA EDUCAÇÃO ESPECIAL - APAEs - Estado do Maranhão;60000;60000;59763,22;0;0
M. da Educação;MA;Maranhão;02;26101;M. da Educação;2254;22540001;Edison Lobão;PFL;12.364.1073.0048.0318;100000;MA;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Estado do Maranhão  (Curso de Engenharia Civil da Universidade Estadual do Maranhão);100000;100000;0;0;0
M. da Educação;MA;Maranhão;02;26101;M. da Educação;2254;22540005;Edison Lobão;PFL;12.363.1062.10CF.0006;100000;MA;IMPLANTAÇÃO DE ESCOLA AGROTÉCNICA FEDERAL EM SÃO RAIMUNDO DAS MANGABEIRAS NO ESTADO DO MARANHÃO - MA;100000;100000;0;0;0
M. da Educação;MA;Maranhão;08;26272;Fund. Univ. Fed. do Maranhão;7111;71110006;Bancada do Maranhao;S/PARTIDO;12.364.1073.6373.0021;3308800;MA;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Maranhão;5724504;5724504;1149031,84;587756,92;587061,92
M. da Educação;MA;Maranhão;11;26298;FNDE;8100;81000046;Relator Geral;S/PARTIDO;12.846.1072.0304.0021;227994116;MA;Complementação da União ao Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério (FUNDEF) - No Estado do Maranhão;331229210;331229210;331162413,5;180956348,5;180956348,5
M. da Educação;MA;Timon;01;26101;M. da Educação;1231;12310010;Luciano Leitoa;PSB;12.364.1073.0048.0290;50000;MA;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Implantação do Centro de Ensino Superior de Timon - MA;50000;50000;0;0;0
M. da Educação;MG;Belo Horizonte;01;26101;M. da Educação;3677;36770002;Maria do Carmo Lara;PT;12.363.1062.6380.0090;150000;MG;Fomento ao Desenvolvimento da Educação Profissional - Belo Horizonte-MG;150000;150000;0;0;0
M. da Educação;MG;Belo Horizonte;01;26238;UFMG;3677;36770003;Maria do Carmo Lara;PT;12.364.1073.6373.0146;100000;MG;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Implantação, Reforma e Equipamento do Hospital Universitário Borges da Costa - UFMG - Belo Horizonte - MG;100000;100000;100000;0;0
M. da Educação;MG;Carvalhópolis;01;26298;FNDE;1407;14070005;Odair;PT;12.361.1376.0E01.0012;90000;MG;Apoio ao Desenvolvimento do Ensino Fundamental - Construção de Escola Municipal  - Carvalhópolis-MG;90000;90000;90000;0;0
M. da Educação;MG;Desterro de Entre Rios;01;26298;FNDE;3192;31920015;Eliseu Resende;PFL;12.361.1376.0E02.0036;70000;MG;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Desterro de Entre Rios-MG;70000;70000;0;0;0
M. da Educação;MG;Divinópolis;01;26257;CEFET - MG;1393;13930003;Dr. Francisco Gonçalves;PTB;12.363.1062.6374.0060;100000;MG;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - UNED - Divinópolis - MG;250000;250000;1622,69;1494,69;1494,69
M. da Educação;MG;Divinópolis;01;26257;CEFET - MG;3230;32300003;Jaime Martins;PL;12.363.1062.6374.0060;150000;MG;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - UNED - Divinópolis - MG;250000;250000;1622,69;1494,69;1494,69
M. da Educação;MG;Frutal;01;26298;FNDE;3590;35900010;Gilmar Machado;PT;12.361.1376.0E01.0066;50000;MG;Apoio ao Desenvolvimento do Ensino Fundamental - Frutal-MG;50000;50000;50000;0;0
M. da Educação;MG;Juiz de Fora;01;26237;UF - Juiz de Fora/MG;1388;13880016;Paulo Delgado;PT;12.364.1073.6368.0092;450000;MG;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Juiz de Fora - MG;450000;450000;445593,17;414829,65;414829,65
M. da Educação;MG;Juiz de Fora;01;26237;UF - Juiz de Fora/MG;1405;14050003;Mário Heringer;PDT;12.364.1073.6368.0094;500000;MG;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Faculdade de Odontologia - Juiz de Fora - MG;500000;500000;0;0;0
M. da Educação;MG;Lavras;01;26263;Universidade Federal de Lavras;1407;14070019;Odair;PT;12.364.1073.6368.0116;50000;MG;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Curso de Zootecnia - Setor de Psicultura - Lavras - MG;50000;50000;50000;0;0
M. da Educação;MG;Lavras;01;26298;FNDE;1942;19420012;Sérgio Miranda;PC DO B;12.365.1065.09HJ.0016;140000;MG;Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Lavras - MG;140000;140000;138600;0;0
M. da Educação;MG;Mariana;01;26277;Fund. Univ. Fed. de Ouro Preto;1942;19420018;Sérgio Miranda;PC DO B;12.364.1073.6373.0178;140000;MG;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Ampliação do Espaço Cultural do Instituto de Ciências Humanas e Sociais - Mariana - MG;140000;141001;0;0;0
M. da Educação;MG;Minas Gerais;01;26101;M. da Educação;3351;33510011;Saraiva Felipe;PMDB;12.302.1073.6379.0038;50000;MG;Complementação para o Funcionamento dos Hospitais de Ensino Federais - Hospital Borges da Costa da UFMG - Estado de Minas Gerais;50000;50000;0;0;0
M. da Educação;MG;Minas Gerais;01;26101;M. da Educação;3411;34110005;Narcio Rodrigues;PSDB;12.364.1073.0048.0262;1200000;MG;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Implantação de Unidade da Universidade Estadual de Minas Gerais (UEMG) em Frutal - MG;1200000;1200000;0;0;0
M. da Educação;MG;Minas Gerais;01;26237;UF - Juiz de Fora/MG;3682;36820014;Júlio Delgado;PPS;12.364.1073.6373.0031;100000;MG;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Minas Gerais;844000;1033923;881431,66;802905,53;802905,52
M. da Educação;MG;Minas Gerais;01;26238;UFMG;1111;11110006;Carlos Mota;PL;12.364.1073.6373.0170;50000;MG;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Hospital das Clinicas e Hospital Borges da Costa - Estado de Minas Gerais;50000;50000;50000;0;0
M. da Educação;MG;Minas Gerais;01;26238;UFMG;1388;13880005;Paulo Delgado;PT;12.364.1073.6373.0031;100000;MG;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Minas Gerais;3060845;3428146;2835284,18;2293803,01;2253079,94
M. da Educação;MG;Minas Gerais;01;26238;UFMG;1398;13980011;Isaías Silvestre;PSB;12.364.1073.6373.0031;50000;MG;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Minas Gerais;3060845;3428146;2835284,18;2293803,01;2253079,94
M. da Educação;MG;Minas Gerais;01;26238;UFMG;1411;14110010;Reginaldo Lopes;PT;12.364.1073.6373.0031;50000;MG;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Minas Gerais;3060845;3428146;2835284,18;2293803,01;2253079,94
M. da Educação;MG;Minas Gerais;01;26238;UFMG;3583;35830004;Ronaldo Vasconcellos;PTB;12.364.1073.6373.0031;200000;MG;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Minas Gerais;3060845;3428146;2835284,18;2293803,01;2253079,94
M. da Educação;MG;Minas Gerais;01;26255;Fac. Fed. Int. de Diamantina;1111;11110008;Carlos Mota;PL;12.364.1073.6368.0108;40000;MG;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Informatização  e Modernização do Ensino - Estado de Minas Gerais;40000;40000;0;0;0
M. da Educação;MG;Minas Gerais;01;26255;Fac. Fed. Int. de Diamantina;3351;33510002;Saraiva Felipe;PMDB;12.364.1073.6368.0110;30000;MG;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Estado de Minas Gerais;30000;30000;0;0;0
M. da Educação;MG;Minas Gerais;01;26257;CEFET - MG;1730;17300013;Aracely de Paula;PL;12.363.1062.6374.0068;200000;MG;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - UNED - Araxá - Estado de Minas Gerais;200000;200000;495;0;0
M. da Educação;MG;Minas Gerais;01;26263;Universidade Federal de Lavras;1411;14110009;Reginaldo Lopes;PT;12.364.1073.6373.0031;100000;MG;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Minas Gerais;720000;866379;737438,47;673238,73;666274,08
M. da Educação;MG;Minas Gerais;01;26274;Univ. Fed. de Uberlândia;3590;35900017;Gilmar Machado;PT;12.364.1073.6373.0031;450000;MG;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Minas Gerais;4460412;6671002;3809344,5;971092,66;914719
M. da Educação;MG;Minas Gerais;01;26274;Univ. Fed. de Uberlândia;3590;35900020;Gilmar Machado;PT;12.364.1073.4004.0031;300000;MG;Serviços à Comunidade por meio da Extensão Universitária - No Estado de Minas Gerais;600000;600000;344342,07;198430,76;193770,56
M. da Educação;MG;Minas Gerais;01;26277;Fund. Univ. Fed. de Ouro Preto;1111;11110007;Carlos Mota;PL;12.364.1073.6368.0110;60000;MG;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Estado de Minas Gerais;60000;60000;0;0;0
M. da Educação;MG;Minas Gerais;01;26285;Fund. U. F. de S. João Del Rei;1388;13880017;Paulo Delgado;PT;12.364.1073.6373.0031;100000;MG;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Minas Gerais;566033;566033;73905,43;73240,53;58619,85
M. da Educação;MG;Minas Gerais;01;26285;Fund. U. F. de S. João Del Rei;1411;14110011;Reginaldo Lopes;PT;12.364.1073.6373.0031;250000;MG;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Minas Gerais;566033;566033;73905,43;73240,53;58619,85
M. da Educação;MG;Minas Gerais;01;26298;FNDE;3582;35820011;Virgílio Guimarães;PT;12.361.1376.0E02.0038;200000;MG;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Estado de Minas Gerais;200000;200000;0;0;0
M. da Educação;MG;Minas Gerais;01;26298;FNDE;3590;35900005;Gilmar Machado;PT;12.361.1376.0E02.0042;100000;MG;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Em municípios de Minas Gerais;100000;100000;0;0;0
M. da Educação;MG;Minas Gerais;01;26298;FNDE;3595;35950005;Lincoln Portela;PL;12.361.1376.0E02.0056;250000;MG;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Em Municípios do Estado de Minas Gerias;250000;250000;0;0;0
M. da Educação;MG;Minas Gerais;01;26305;CEFET Bambui  - MG;1730;17300014;Aracely de Paula;PL;12.363.1062.6374.0031;100000;MG;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Minas Gerais;140000;140000;39523,45;39523,45;39523,45
M. da Educação;MG;Minas Gerais;01;26324;CEFET Rio Pomba - MG;1734;17340001;Edmar Moreira;PL;12.363.1062.6374.0031;80000;MG;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Minas Gerais;106000;106000;22890,78;22890,78;22890,78
M. da Educação;MG;Minas Gerais;02;26322;EAF- Muzambinho - MG;2018;20180009;Aelton Freitas;PL;12.363.1062.6374.0031;70000;MG;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Minas Gerais;320000;320000;194139,92;168178,92;168178,92
M. da Educação;MG;Minas Gerais;08;26101;M. da Educação;7114;71140003;Bancada de Minas Gerais;S/PARTIDO;12.364.1073.005Q.0012;15630000;MG;APOIO A ENTIDADES PÚBLICAS DE ENSINO SUPERIOR - Estado de Minas Gerais;15630000;15630000;0;0;0
M. da Educação;MG;Minas Gerais;08;26257;CEFET - MG;7114;71140011;Bancada de Minas Gerais;S/PARTIDO;12.363.1062.6374.0031;11750000;MG;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Minas Gerais;13576069;13580289;1600729,51;1127664,82;1124606,54
M. da Educação;MG;Minas Gerais;11;26238;UFMG;8100;81003145;Relator Geral;S/PARTIDO;12.364.1073.5189.0031;3000000;MG;Construção da Escola de Engenharia da UFMG no Campus da Pampulha - No Estado de Minas Gerais;23501586;23501586;22866382,92;22582544,42;22581543
M. da Educação;MG;Minas Gerais;11;26238;UFMG;8100;81003146;Relator Geral;S/PARTIDO;12.364.1073.5213.0031;1000000;MG;Construção da Faculdade de Ciências Econômicas da UFMG no Campus da Pampulha - No Estado de Minas Gerais;8452203;8234902;8145522;8145522;8145522
M. da Educação;MG;Miradouro;01;26298;FNDE;1405;14050004;Mário Heringer;PDT;12.361.1376.0E02.0008;100000;MG;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Miradouro-MG;100000;100000;0;0;0
M. da Educação;MG;Montes Claros;01;26101;M. da Educação;3286;32860013;Márcio Reinaldo Moreira;PP;12.364.1073.0048.0326;150000;MG;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Apoio à Aquisição de Veículo de Transporte - Montes Claros - MG (Campus da Unimontes em Janaúba);150000;150000;0;0;0
M. da Educação;MG;Paiva;01;26298;FNDE;3682;36820004;Júlio Delgado;PPS;12.361.1376.0E02.0050;60000;MG;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Paiva-MG;60000;60000;0;0;0
M. da Educação;MG;Pouso Alegre;01;26298;FNDE;1407;14070014;Odair;PT;12.361.1376.0E01.0088;75000;MG;Apoio ao Desenvolvimento do Ensino Fundamental - Reforma e Ampliação do Colégio Cenecista Senador Eduardo Amaral (CNEC) - Pouso Alegre - MG;75000;75000;75000;0;0
M. da Educação;MG;São João del Rei;01;26285;Fund. U. F. de S. João Del Rei;3192;31920007;Eliseu Resende;PFL;12.364.1073.6373.0136;100000;MG;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Construção de Salas de Aula para Pós-Graduação no Campus 3 - Tancredo Neves - São João del Rei-MG;100000;100000;0;0;0
M. da Educação;MG;São João Nepomuceno;01;26298;FNDE;1388;13880012;Paulo Delgado;PT;12.361.1376.0E02.0006;120000;MG;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - São João Nepomuceno-MG;120000;120000;0;0;0
M. da Educação;MG;Viçosa;01;26282;Fund. Univ. Fed. de Viçosa;1388;13880015;Paulo Delgado;PT;12.364.1073.6368.0128;300000;MG;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Viçosa - MG;300000;300000;207264,76;193766,77;193766,77
M. da Educação;MS;Coronel Sapucaia;01;26298;FNDE;1437;14370010;Antônio Carlos Biffi;PT;12.365.1065.09HJ.0008;135000;MS;Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Construção de Creche - Coronel Sapucaia - MS;135000;135000;0;0;0
M. da Educação;MS;Santa Rita do Pardo;02;26298;FNDE;2290;22900010;Ramez Tebet;PMDB;12.361.1376.0E01.0044;100000;MS;Apoio ao Desenvolvimento do Ensino Fundamental - Ampliação de Escola Pública- Santa Rita do Pardo-MS;100000;100000;0;0;0
M. da Educação;MS;Três Lagoas;01;26298;FNDE;1437;14370011;Antônio Carlos Biffi;PT;12.365.1065.09HJ.0010;135000;MS;Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Construção de Creche - Três Lagoas - MS;135000;135000;110000;0;0
M. da Educação;MT;Mato Grosso;01;26101;M. da Educação;3416;34160002;Pedro Henry;PP;12.364.1073.0048.0334;1000000;MT;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Construção de Blocos de Salas de Aula na Fundação Universidade do Estado do Mato Grosso - MT;1000000;1000000;1000000;0;0
M. da Educação;MT;Mato Grosso;01;26276;Fund.Univ. Fed. de Mato Grosso;1428;14280008;Carlos Abicalil;PT;12.364.1073.6373.0051;300000;MT;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Mato Grosso;2094705;3823723;2742146,56;1816636,32;1816636,32
M. da Educação;MT;Mato Grosso;02;26276;Fund.Univ. Fed. de Mato Grosso;2266;22660002;Jonas Pinheiro;PFL;12.364.1073.6368.0114;150000;MT;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Campus de Santo Antônio de Leverger - Estado do Mato Grosso;150000;150000;0;0;0
