NOM_ABREV_ORGAO;SGL_UF;NOM_LOCALIDADE;COD_TIPO_AUTOR;UO__Cod_;NOM_ABREV_UNID_ORCA;COD_AUTOR;COD_EMENDA;NOM_AUTOR;SGL_PARTIDO;FUNCPROG;SALDO;UF_AUTOR;Título;200;270;410;420;510
M. da Educação;MT;Rondonópolis;01;26276;Fund.Univ. Fed. de Mato Grosso;1831;18310007;Welinton Fagundes;PL;12.364.1073.6373.0144;140000;MT;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Modernização da Infra-Estrutura do Campus de Rondonópolis - MT;140000;140000;0;0;0
M. da Educação;NA;Nacional;01;26101;M. da Educação;1120;11200003;Milton Cardias;PTB;12.364.1073.0048.0272;50000;NA;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Nacional;50000;50000;0;0;0
M. da Educação;NA;Nacional;01;26298;FNDE;1297;12970007;Paulo Rubem Santiago;PT;12.366.1060.0507.0044;100000;NA;Apoio a Projetos Especiais para Oferta de Educação Básica a Jovens e Adultos - Associação Nacional de Cooperação Agrícola (ANCA) - Nacional;200000;200000;100000;0;0
M. da Educação;NA;Nacional;01;26298;FNDE;3488;34880012;Babá;S/PARTIDO;12.366.1060.0507.0044;100000;NA;Apoio a Projetos Especiais para Oferta de Educação Básica a Jovens e Adultos - Associação Nacional de Cooperação Agrícola (ANCA) - Nacional;200000;200000;100000;0;0
M. da Educação;NA;Nacional;01;26298;FNDE;3488;34880019;Babá;S/PARTIDO;12.366.1060.0507.0058;120000;NA;Apoio a Projetos Especiais para Oferta de Educação Básica a Jovens e Adultos - Nacional (Centro de  Formação e Assessoria 25 de Julho);120000;120000;0;0;0
M. da Educação;NA;Nacional;01;26298;FNDE;3505;35050004;Nilson Mourão;PT;12.366.1060.09BT.0001;50000;NA;Apoio à Capacitação de Alfabetizadores de Jovens e Adultos - Nacional;12125000;12125000;11453846,8;7951587;7951587
M. da Educação;NA;Nacional;05;26101;M. da Educação;5016;50160001;Com. Educação e Cultura;S/PARTIDO;12.363.1062.3685.0001;9936000;NA;Implementação da Expansão da Educação Profissional - PROEP - Nacional;21936000;21936000;6482243,78;5526935,03;5526935,03
M. da Educação;NA;Nacional;05;26101;M. da Educação;5016;50160002;Com. Educação e Cultura;S/PARTIDO;12.364.1073.8551.0001;43120000;NA;Complementação para o Funcionamento das Instituições Federais de Ensino Superior - Nacional;150142652;142402652;76073174,35;41957373,98;34125857,69
M. da Educação;NA;Nacional;06;26101;M. da Educação;6004;60040001;Com. Educação;S/PARTIDO;12.363.1062.6380.0001;26496000;NA;Fomento ao Desenvolvimento da Educação Profissional - Nacional;38946000;39246000;9189655,87;6023666,14;5693962,12
M. da Educação;NA;Nacional;10;26298;FNDE;8006;80060002;Rs 6 - Edu Cult Cienc Tecn, Esp Tur;S/PARTIDO;12.361.1061.0509.0001;0;NA;Apoio ao Desenvolvimento da Educação Básica - Nacional;90298290;90298290;19404816,72;5078968,36;4040068,36
M. da Educação;NA;Nacional;11;26101;M. da Educação;8100;81000045;Relator Geral;S/PARTIDO;12.121.1067.6334.0001;428912720;NA;Preparação para Implantação do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB - Nacional;470000000;406000000;196600136,5;87089739,38;40554635
M. da Educação;NA;Nacional;11;26101;M. da Educação;8100;81000156;Relator Geral;S/PARTIDO;12.364.1073.8551.0001;7862000;NA;Complementação para o Funcionamento das Instituições Federais de Ensino Superior - Nacional;150142652;142402652;76073174,35;41957373,98;34125857,69
M. da Educação;NA;Nacional;11;26298;FNDE;8100;81000253;Relator Geral;S/PARTIDO;12.362.1067.09DH.0001;1000000;NA;Apoio à Qualificação do Sistema de Ensino Médio - Nacional;1000000;1000000;0;0;0
M. da Educação;NA;Nacional;11;26298;FNDE;8100;81000254;Relator Geral;S/PARTIDO;12.362.1378.0921.0001;2216000;NA;Apoio à Melhoria da Qualidade do Ensino Médio Noturno - Nacional;2216000;2216000;0;0;0
M. da Educação;NA;Nacional;11;26298;FNDE;8100;81000255;Relator Geral;S/PARTIDO;12.362.1378.0922.0001;1000000;NA;Apoio à Educação para a Ciência no Ensino Médio - Nacional;1000000;1000000;0;0;0
M. da Educação;NA;Nacional;11;26298;FNDE;8100;81000256;Relator Geral;S/PARTIDO;12.362.1378.0923.0001;1933394;NA;Apoio à Implantação do 4º Ano Vocacional no Ensino Médio - Nacional;1933394;1933394;1930776;1930776;0
M. da Educação;NA;Nacional;11;26298;FNDE;8100;81000257;Relator Geral;S/PARTIDO;12.846.1072.0914.0001;6413059;NA;Apoio à Formação Continuada de Professores do Ensino Médio - Nacional;6413059;6413059;0;0;0
M. da Educação;NA;Nacional;11;26298;FNDE;8100;81002670;Relator Geral;S/PARTIDO;99.999.0999.0998.0001;39880000;NA;Reserva de Contingência - Nacional;42890980;42890980;0;0;0
M. da Educação;NA;Nacional;11;26298;FNDE;8100;81003043;Relator Geral;S/PARTIDO;99.999.0999.0998.0001;3010980;NA;Reserva de Contingência - Nacional;42890980;42890980;0;0;0
M. da Educação;NE;Região Nordeste;01;26230;FUF -  Vale São Francisco;1230;12300014;Osvaldo Coelho;PFL;12.364.1073.6373.0150;150000;NE;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Implantação dos Laboratórios de Nutrição e Reprodução Animal - Região Nordeste;150000;150000;0;0;0
M. da Educação;NE;Região Nordeste;04;26101;M. da Educação;4107;41070002;Bancada da Regiao Nordeste;S/PARTIDO;12.363.1062.6380.0076;14145120;NE;Fomento ao Desenvolvimento da Educação Profissional - Ampliação, Reforma e Expansão de Centros Federais de Educação Tecnológica na Região Nordeste;14145120;14145120;0;0;0
M. da Educação;PA;Belém;01;26298;FNDE;3488;34880002;Babá;S/PARTIDO;12.366.1060.0507.0062;50000;PA;Apoio a Projetos Especiais para Oferta de Educação Básica a Jovens e Adultos - Formação de Capacitadores de Cursos - Belém - PA  (Associação Paraense de Pessoas com Deficiências - APPD);50000;50000;0;0;0
M. da Educação;PA;Capanema;01;26101;M. da Educação;3374;33740007;Vic Pires Franco;PFL;12.363.1062.6380.0074;400000;PA;Fomento ao Desenvolvimento da Educação Profissional - Capanema - PA;400000;400000;0;0;0
M. da Educação;PA;Pará;01;26101;M. da Educação;1146;11460011;Zequinha Marinho;PSC;12.364.1073.0048.0276;100000;PA;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Estado do Pará;100000;100000;0;0;0
M. da Educação;PA;Pará;01;26101;M. da Educação;3488;34880005;Babá;S/PARTIDO;12.302.1073.6379.0030;100000;PA;Complementação para o Funcionamento dos Hospitais de Ensino Federais - Aquisição e Manuntenção de Equipamentos - Estado do Pará  (Hospital Universitário Barros Barreto);100000;100000;0;0;0
M. da Educação;PA;Pará;01;26101;M. da Educação;3488;34880010;Babá;S/PARTIDO;12.364.1073.0048.0342;100000;PA;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Aquisição de Acervo Bibliográfico para a Universidade Estadual do Pará;100000;100000;0;0;0
M. da Educação;PA;Pará;01;26239;UFPA;1142;11420007;Zé Geraldo;PT;12.364.1073.6373.0184;200000;PA;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Construção da Casa do Estudante em Altamira - Estado do Pará;200000;200000;0;0;0
M. da Educação;PA;Pará;01;26239;UFPA;1143;11430020;Zé Lima;PP;12.364.1073.1E18.0006;100000;PA;Implantação de Campus da Universidade Federal do Pará - Xinguara - Pará;400000;400000;0;0;0
M. da Educação;PA;Pará;01;26239;UFPA;1146;11460010;Zequinha Marinho;PSC;12.364.1073.1E18.0006;300000;PA;Implantação de Campus da Universidade Federal do Pará - Xinguara - Pará;400000;400000;0;0;0
M. da Educação;PA;Pará;01;26239;UFPA;3488;34880009;Babá;S/PARTIDO;12.364.1073.4008.0015;650000;PA;Acervo Bibliográfico destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino - No Estado do Pará;1131000;1131000;0;0;0
M. da Educação;PA;Pará;01;26311;EAF- Castanhal - PA;1142;11420018;Zé Geraldo;PT;12.363.1062.6374.0015;150000;PA;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado do Pará;254000;254000;27043,85;27043,85;27043,85
M. da Educação;PA;Pará;02;26239;UFPA;2013;20130018;Ana Júlia Carepa;PT;12.364.1073.6373.0015;100000;PA;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Pará;3810441;3781592;2338330,95;1024333;1020770
M. da Educação;PA;Pará;08;26101;M. da Educação;7115;71150004;Bancada do Para;S/PARTIDO;12.364.1073.005Q.0014;6016000;PA;APOIO A ENTIDADES PÚBLICAS DE ENSINO SUPERIOR - Estado do Pará;6016000;6016000;0;0;0
M. da Educação;PB;Campina Grande;01;26101;M. da Educação;3532;35320002;Inaldo Leitão;PL;12.364.1073.0048.0346;150000;PB;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Aquisição de Acervo Bibliográfico para a Universidade Estadual da Paraíba - Campina Grande - PB;150000;150000;0;0;0
M. da Educação;PB;João Pessoa;01;26240;UFPB;3533;35330015;Marcondes Gadelha;PTB;12.364.1073.6368.0098;50000;PB;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Instalação do Laboratório Escola de Análises Clínicas do Núcleo Integrado de Atenção Básica à Saúde - João Pessoa - PB;50000;50000;0;0;0
M. da Educação;PB;Paraíba;01;26240;UFPB;1271;12710002;Luiz Couto;PT;12.364.1073.6368.0096;50000;PB;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Aquisição de Instrumentos Musicais - Estado da Paraíba;50000;50000;0;0;0
M. da Educação;PB;Paraíba;01;26240;UFPB;1271;12710005;Luiz Couto;PT;12.364.1073.1E22.0002;80000;PB;Construção do Prédio do Conselho de Direitos Humanos da Universidade Federal da Paraíba - Estado da Paraíba;80000;80000;80000;0;0
M. da Educação;PB;Paraíba;01;26240;UFPB;1271;12710006;Luiz Couto;PT;12.364.1073.6373.0192;350000;PB;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Criação e Implantação do Núcleo de Assistência em Informática para Alunos da UFPB - Estado da Paraíba;350000;350000;136322,58;0;0
M. da Educação;PB;Paraíba;01;26252;UF  Campina Grande;1271;12710008;Luiz Couto;PT;12.364.1073.6368.0106;100000;PB;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Reforma do Auditório - Campus de Patos  - Estado da Paraíba;100000;100000;48697;0;0
M. da Educação;PB;Paraíba;02;26101;M. da Educação;2027;20270004;Efraim Morais;PFL;12.364.1073.0048.0314;100000;PB;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Aquisição de Ônibus Escolar para a Universidade Estadual da Paraíba (Campus IV - Escola Agrotécnica do Cajueiro) - Catolé do Rocha - PB;100000;100000;0;0;0
M. da Educação;PE;Buíque;02;26298;FNDE;2069;20690013;Cristovam Buarque;PT;12.361.1376.0E01.0036;150000;PE;Apoio ao Desenvolvimento do Ensino Fundamental - Construção e Reforma de Escolas Municipais - Buíque-PE;150000;150000;0;0;0
M. da Educação;PE;Camaragibe;01;26101;M. da Educação;1692;16920009;Roberto Magalhães;S/PARTIDO;12.364.1073.0048.0302;100000;PE;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Faculdade de Odontologia de Pernambuco  - Camaragibe - PE (Universidade de PE);550000;550000;0;0;0
M. da Educação;PE;Camaragibe;01;26101;M. da Educação;3538;35380001;Joaquim Francisco;PTB;12.364.1073.0048.0302;50000;PE;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Faculdade de Odontologia de Pernambuco  - Camaragibe - PE (Universidade de PE);550000;550000;0;0;0
M. da Educação;PE;Camaragibe;02;26101;M. da Educação;2128;21280002;Marco Maciel;PFL;12.364.1073.0048.0302;400000;PE;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Faculdade de Odontologia de Pernambuco  - Camaragibe - PE (Universidade de PE);550000;550000;0;0;0
M. da Educação;PE;Catende;01;26298;FNDE;1688;16880019;Miguel Arraes;PSB;12.361.1376.0E01.0020;150000;PE;Apoio ao Desenvolvimento do Ensino Fundamental - Catende-PE;150000;150000;150000;0;0
M. da Educação;PE;Garanhuns;01;26101;M. da Educação;1297;12970004;Paulo Rubem Santiago;PT;12.364.1073.0048.0286;200000;PE;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Faculdadede Formação de Professores de Garanhuns - Garanhuns-PE;200000;200000;0;0;0
M. da Educação;PE;Jaboatão dos Guararapes;01;26298;FNDE;1692;16920019;Roberto Magalhães;S/PARTIDO;12.361.1376.0E01.0022;150000;PE;Apoio ao Desenvolvimento do Ensino Fundamental - Jaboatão dos Guararapes-PE;150000;150000;150000;0;0
M. da Educação;PE;Pernambuco;01;26101;M. da Educação;1074;10740011;André de Paula;PFL;12.364.1073.0048.0268;100000;PE;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Faculdade de Odontologia de Pernambuco (FOP) - Estado de Pernambuco;100000;100000;0;0;0
M. da Educação;PE;Pernambuco;01;26101;M. da Educação;1230;12300006;Osvaldo Coelho;PFL;12.363.1062.6380.0056;200000;PE;Fomento ao Desenvolvimento da Educação Profissional - Movimento de Apoio e Incentivo Social de Petrolina (Fundação Mais) - Estado de Pernambuco;200000;200000;0;0;0
M. da Educação;PE;Pernambuco;01;26101;M. da Educação;1686;16860016;Luiz Piauhylino;PTB;12.363.1062.6380.0066;200000;PE;Fomento ao Desenvolvimento da Educação Profissional - Instituto do Desenvolvimento Social do Trabalho de Pernambuco - PE;200000;200000;0;0;0
M. da Educação;PE;Pernambuco;01;26230;FUF -  Vale São Francisco;1297;12970015;Paulo Rubem Santiago;PT;12.364.1073.6373.0026;100000;PE;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Pernambuco;2992814;2992814;1240755,07;278287,51;278287,51
M. da Educação;PE;Pernambuco;01;26242;UFPE;1297;12970017;Paulo Rubem Santiago;PT;12.364.1073.6373.0026;200000;PE;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Pernambuco;3650000;3650000;1161118,24;497978;491629
M. da Educação;PE;Pernambuco;01;26242;UFPE;1688;16880012;Miguel Arraes;PSB;12.364.1073.6373.0026;200000;PE;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Pernambuco;3650000;3650000;1161118,24;497978;491629
M. da Educação;PE;Pernambuco;01;26242;UFPE;2064;20640012;Jorge Gomes;PSB;12.364.1073.6373.0148;150000;PE;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Reforma do Prédio para Instalação do Sistema Integrado de Saúde - Estado de Pernambuco;150000;150000;150000;0;0
M. da Educação;PE;Pernambuco;01;26242;UFPE;3204;32040017;Fernando Ferro;PT;12.364.1073.6368.0134;200000;PE;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Implantação de Laboratório Multidisciplinar para a Área de Engenharia Biomédica;200000;200000;0;0;0
M. da Educação;PE;Pernambuco;01;26248;UFR - PE;1297;12970018;Paulo Rubem Santiago;PT;12.364.1073.6373.0026;200000;PE;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Pernambuco;2430000;2665291;1580654,39;914580,78;807062,28
M. da Educação;PE;Pernambuco;01;26323;CEFET Petrolina - PE;1297;12970006;Paulo Rubem Santiago;PT;12.363.1062.6374.0026;100000;PE;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Pernambuco;120000;120000;0;0;0
M. da Educação;PE;Petrolina;01;26101;M. da Educação;1230;12300005;Osvaldo Coelho;PFL;12.364.1073.0048.0288;100000;PE;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Apoio ao Acervo Bibliográfico e de Informatização da Biblioteca da Universidade Estadual de Pernambuco - Campus de Petrolina - Petrolina-PE;100000;100000;0;0;0
M. da Educação;PE;Petrolina;01;26323;CEFET Petrolina - PE;1230;12300010;Osvaldo Coelho;PFL;12.363.1062.6374.0046;80000;PE;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - Implantação dos Laboratórios de Processamento de Leite e de Controle de Qualidade de Frutas Frescas - Petrolina-PE;80000;80000;0;0;0
M. da Educação;PE;Petrolina;02;26230;FUF -  Vale São Francisco;2329;23290016;José Jorge;PFL;12.364.1073.6373.0152;200000;PE;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Implantação do Projeto Básico de Pisicultura na Fazenda Experimental - Petrolina - PE;200000;200000;0;0;0
M. da Educação;PE;Petrolina;08;26230;FUF -  Vale São Francisco;7118;71180016;Bancada de Pernambuco;S/PARTIDO;12.364.1073.1E15.0002;9019300;PE;Implantação do Campus da UNIVASF - em Petrolina-PE;9019300;9019300;0;0;0
M. da Educação;PE;Recife;01;26101;M. da Educação;1234;12340001;Roberto Freire;PPS;12.364.1073.0048.0292;100000;PE;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Recife - PE;100000;100000;0;0;0
M. da Educação;PE;Recife;01;26101;M. da Educação;1299;12990011;Raul Jungman;PPS;12.363.1062.6380.0058;80000;PE;Fomento ao Desenvolvimento da Educação Profissional - Recife-PE;80000;80000;0;0;0
M. da Educação;PE;Recife;01;26242;UFPE;1688;16880010;Miguel Arraes;PSB;12.364.1073.6368.0102;300000;PE;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Recife-PE;300000;300000;300000;0;0
M. da Educação;PE;Salgueiro;01;26298;FNDE;1297;12970003;Paulo Rubem Santiago;PT;12.361.1336.09CJ.0002;100000;PE;Apoio à Ampliação e Melhoria da Rede Física Escolar nas Comunidades Remanescentes de Quilombos - Salgueiro-PE;100000;100000;100000;0;0
M. da Educação;PE;Salgueiro;01;26298;FNDE;1692;16920001;Roberto Magalhães;S/PARTIDO;12.367.1374.0959.0002;50000;PE;Apoio à Adequação de Prédios Escolares para a Educação Especial - APAE - Salgueiro-PE;50000;50000;0;0;0
M. da Educação;PI;Piauí;01;26101;M. da Educação;2057;20570001;Nazareno Fonteles;PT;12.364.1073.0048.0316;725000;PI;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Universidade Estadual - Estado do Piauí;1000000;1000000;0;0;0
M. da Educação;PI;Piauí;01;26101;M. da Educação;2058;20580009;Simplício Mário;PT;12.364.1073.0048.0316;275000;PI;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Universidade Estadual - Estado do Piauí;1000000;1000000;0;0;0
M. da Educação;PI;Piauí;01;26279;Fund. Univ. Fed. do Piauí;2057;20570002;Nazareno Fonteles;PT;12.364.1073.6373.0022;120000;PI;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Piauí;2420000;2420000;1729343,12;1113663,77;1109423,77
M. da Educação;PI;Piauí;01;26279;Fund. Univ. Fed. do Piauí;2057;20570003;Nazareno Fonteles;PT;12.363.1062.2992.0022;75000;PI;Funcionamento da Educação Profissional - No Estado do Piauí;1637712;1637712;1450763,98;1033602,13;1012938,13
M. da Educação;PI;Piauí;02;26298;FNDE;2031;20310001;Mão Santa;PMDB;12.367.1374.09FD.0008;150000;PI;Apoio à Aquisição de Veículos Escolares para a Educação Especial - (APAEs) - Estado do Piauí;150000;150000;0;0;0
M. da Educação;PI;Piauí;02;26298;FNDE;2031;20310002;Mão Santa;PMDB;12.367.1374.09FD.0010;30000;PI;Apoio à Aquisição de Veículos Escolares para a Educação Especial - Fundação Deoclecio M. Amaral - Estado do Piauí;30000;30000;0;0;0
M. da Educação;PI;São Raimundo Nonato;01;26230;FUF -  Vale São Francisco;1168;11680011;Paes Landim;PTB;12.364.1073.1E15.0004;150000;PI;Implantação do Campus da UNIVASF - São Raimundo Nonato-PI;150000;150000;0;0;0
M. da Educação;PR;Antonina;01;26298;FNDE;1965;19650004;Colombo;PT;12.362.1378.0962.0030;30000;PR;Apoio ao Desenvolvimento do Ensino Médio - Aquisição de Material de Informática e Material Didático para o Colégio Estadual Moisés Lupion - Antonina-PR;30000;30000;29995;0;0
M. da Educação;PR;Curitiba;01;26241;UFPR;1965;19650015;Colombo;PT;12.364.1375.4006.0002;100000;PR;Funcionamento de Cursos de Pós-Graduação - Apoio ao Programa de Pós-Graduação do Setor de Educação  - Curitiba - PR;100000;100000;0;0;0
M. da Educação;PR;Curitiba;01;26241;UFPR;1966;19660019;Dra. Clair;PT;12.364.1073.6368.0100;200000;PR;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Curitiba - PR;200000;200000;0;0;0
M. da Educação;PR;Curitiba;01;26258;CEFET - PR;1966;19660004;Dra. Clair;PT;12.364.1073.6368.0100;70000;PR;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Curitiba - PR;70000;70000;31497,5;0;0
M. da Educação;PR;Francisco Beltrão;01;26101;M. da Educação;3309;33090020;Nelson Meurer;PP;12.364.1073.0048.0330;60000;PR;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Aquisição de Acervo Bibliográfico para a Universidade Estadual do Oeste do Paraná - Campus Universitário de Francisco Beltrão - PR;60000;60000;0;0;0
M. da Educação;PR;Francisco Beltrão;01;26101;M. da Educação;3650;36500005;Osmar Serraglio;PMDB;12.364.1073.0048.0358;200000;PR;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Universidade Estadual do Oeste do Paraná (UNIOESTE) - Campus de Francisco Beltrão - PR;200000;200000;0;0;0
M. da Educação;PR;Joaquim Távora;02;26298;FNDE;2052;20520011;Álvaro Dias;PSDB;12.367.1374.09FD.0014;50000;PR;Apoio à Aquisição de Veículos Escolares para a Educação Especial - APAE - Joaquim Távora - PR;50000;50000;0;0;0
M. da Educação;PR;Lapa;01;26298;FNDE;1966;19660003;Dra. Clair;PT;12.362.1378.0962.0026;100000;PR;Apoio ao Desenvolvimento do Ensino Médio - Escola Agrícola - Lapa-PR;100000;100000;0;0;0
M. da Educação;PR;Londrina;01;26298;FNDE;1871;18710005;Paulo Bernardo;PT;12.365.1065.09HJ.0014;250000;PR;Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Construção de Escola de Educação Infantil - Londrina - PR;250000;250000;250000;0;0
M. da Educação;PR;Paraná;01;26101;M. da Educação;1867;18670020;Luiz Carlos Hauly;PSDB;12.364.1073.0048.0304;100000;PR;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Universidade Estadual de Londrina - UEL - Estado do Paraná;100000;100000;0;0;0
M. da Educação;PR;Paraná;01;26101;M. da Educação;1963;19630011;Assis Miguel do Couto;PT;12.364.1073.0048.0308;180000;PR;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Unioeste - Estado do Paraná;180000;180000;0;0;0
M. da Educação;PR;Paraná;01;26101;M. da Educação;1969;19690004;Selma Schons;PT;12.364.1073.0048.0310;700000;PR;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Estado do Paraná;700000;700000;0;0;0
M. da Educação;PR;Paraná;01;26101;M. da Educação;1970;19700012;Takayama;PMDB;12.363.1062.6380.0072;100000;PR;Fomento ao Desenvolvimento da Educação Profissional - Em Municípios - Estado do Paraná;100000;100000;0;0;0
M. da Educação;PR;Paraná;01;26101;M. da Educação;3176;31760019;Dilceu Sperafico;PP;12.364.1073.0048.0322;200000;PR;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Modernização e Equipamentos da Universidade do Oeste do Paraná - Estado do Paraná (UNOESTE);200000;200000;0;0;0
M. da Educação;PR;Paraná;01;26101;M. da Educação;3645;36450004;Dr. Rosinha;PT;12.364.1073.0048.0352;80000;PR;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - UNI-CENTRO - IRATI - PR;80000;80000;0;0;0
M. da Educação;PR;Paraná;01;26101;M. da Educação;3645;36450012;Dr. Rosinha;PT;12.364.1073.0048.0354;80000;PR;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - UNIOESTE - Campus Marechal Cândido Rondon - Estado do Paraná;80000;80000;0;0;0
M. da Educação;PR;Paraná;01;26101;M. da Educação;3646;36460017;Gustavo Fruet;S/PARTIDO;12.364.1073.0048.0356;100000;PR;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Apoio à Universidade Estadual do Paraná - Campus de Paranaguá - PR;100000;100000;0;0;0
M. da Educação;PR;Paraná;01;26241;UFPR;1963;19630012;Assis Miguel do Couto;PT;12.364.1073.4009.0041;100000;PR;Funcionamento de Cursos de Graduação - No Estado do Paraná;220063853;237045835;231508990,9;206018474,4;204694972,9
M. da Educação;PR;Paraná;01;26241;UFPR;3176;31760018;Dilceu Sperafico;PP;12.364.1073.6373.0190;200000;PR;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Campus de Palotina - Estado do Paraná;200000;200000;0;0;0
M. da Educação;PR;Paraná;01;26241;UFPR;3646;36460016;Gustavo Fruet;S/PARTIDO;12.364.1073.6373.0041;250000;PR;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Paraná;5080000;5863402;3567084,99;3137904,91;3082318,87
M. da Educação;PR;Paraná;01;26258;CEFET - PR;1963;19630010;Assis Miguel do Couto;PT;12.363.1062.6374.0041;100000;PR;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado do Paraná;6788800;6788800;466566,52;340849,04;329799,04
M. da Educação;PR;Paraná;01;26258;CEFET - PR;1965;19650014;Colombo;PT;12.363.1062.6374.0041;370000;PR;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado do Paraná;6788800;6788800;466566,52;340849,04;329799,04
M. da Educação;PR;Paraná;01;26258;CEFET - PR;3646;36460015;Gustavo Fruet;S/PARTIDO;12.363.1062.6374.0041;200000;PR;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado do Paraná;6788800;6788800;466566,52;340849,04;329799,04
M. da Educação;PR;Paraná;01;26298;FNDE;1871;18710013;Paulo Bernardo;PT;12.361.1376.0E02.0026;77000;PR;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Borrazópolis - Estado do Paraná;77000;77000;0;0;0
M. da Educação;PR;Paraná;01;26298;FNDE;1970;19700005;Takayama;PMDB;12.361.1376.0E02.0028;150000;PR;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Em Municípios do Estado do Paraná;150000;150000;0;0;0
M. da Educação;PR;Paraná;02;26241;UFPR;2038;20380003;Flávio Arns;PT;12.364.1073.1E20.0002;250000;PR;Construção da Clínica de Terapia Ocupacional da Universidade Federal do Paraná - Estado do Paraná;250000;250000;0;0;0
