"COD_SETOR";"NOM_SETOR";"COD_TIPO_AUTOR";"DES_TIPO_AUTOR";"SGL_UF_AUTOR";"SGL_PARTIDO";"COD_GRUPO_AUTOR";"DES_GRUPO_AUTOR";"NOM_AUTOR";"COD_EMENDA";"COD_UNID_ORCA";"NOM_ABREV_UNID_ORCA";"Funcional";"Título";"SALDO_ACREC";"VAL_CANC";"SALDO";"DES_DECISAO_PARECER";"COD_AUTOR";"COD_ESFERA";"COD_DECISAO_PARECER";"COD_FONTE";"COD_GND";"COD_MOD_APLIC"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"AM";"PDT";3;"PA";"Jefferson Peres";"22640009";"26298";"FNDE";"12.365.1065.09HJ.0078";"Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Careiro - AM";200000;0;200000;"Aprovada";"2264";"1";"1";"100";"4";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"AM";"PMDB";3;"PA";"Gilberto Mestrinho";"23210002";"26298";"FNDE";"12.367.1374.09FD.0090";"Apoio à Aquisição de Veículos Escolares para a Educação Especial - Aquisição de Ônibus Escolar para APAE/AM - Manaus - AM";160000;0;160000;"Aprovada";"2321";"1";"1";"100";"4";"50"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"AM";"PMDB";3;"PA";"Gilberto Mestrinho";"23210005";"26298";"FNDE";"12.361.1376.0E01.0162";"Apoio ao Desenvolvimento do Ensino Fundamental - Construção de Escola em Itapiranga - AM";150000;0;150000;"Aprovada";"2321";"1";"1";"100";"4";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"AM";"PMDB";3;"PA";"Gilberto Mestrinho";"23210006";"26298";"FNDE";"12.361.1376.0E01.0164";"Apoio ao Desenvolvimento do Ensino Fundamental - Boca do Acre - AM";350000;0;350000;"Aprovada";"2321";"1";"1";"112";"4";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"AM";"PMDB";3;"PA";"Gilberto Mestrinho";"23210009";"26298";"FNDE";"12.361.1376.0E01.0168";"Apoio ao Desenvolvimento do Ensino Fundamental - Construção de Escola Rural - Nova Olinda do Norte - AM";140000;0;140000;"Aprovada";"2321";"1";"1";"100";"4";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"AM";"PMDB";3;"PA";"Gilberto Mestrinho";"23210010";"26298";"FNDE";"12.361.1376.0E01.0166";"Apoio ao Desenvolvimento do Ensino Fundamental - Construção de Escola na Zona Rural - Urucurituba - AM";140000;0;140000;"Aprovada";"2321";"1";"1";"100";"4";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"AM";"PMDB";3;"PA";"Gilberto Mestrinho";"23210015";"26270";"Fund. Univ. do Amazonas";"12.364.1073.6373.0013";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Amazonas";500000;0;500000;"Aprovada";"2321";"1";"1";"112";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"AM";"PMDB";3;"PA";"Gilberto Mestrinho";"23210020";"26270";"Fund. Univ. do Amazonas";"12.364.1073.6373.0013";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Amazonas";75000;0;75000;"Aprovada";"2321";"1";"1";"100";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"AM";"PMDB";3;"PA";"Gilberto Mestrinho";"23210020";"26270";"Fund. Univ. do Amazonas";"12.364.1073.6373.0013";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Amazonas";75000;0;75000;"Aprovada";"2321";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"AM";"PSDB";3;"PA";"Arthur Virgílio";"20370001";"26270";"Fund. Univ. do Amazonas";"12.364.1073.6368.0142";"Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Área Médico-Hospitalar da UFAM - Manaus - AM";150000;0;150000;"Aprovada";"2037";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"AM";"PSDB";3;"PA";"Arthur Virgílio";"20370002";"26270";"Fund. Univ. do Amazonas";"12.364.1073.6368.0148";"Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Equipamentos para Modernização do Serviço de Imagem do Hospital Universitário Getúlio Vargas - Manaus - AM";200000;0;200000;"Aprovada";"2037";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"AM";"PSDB";3;"PA";"Arthur Virgílio";"20370006";"26101";"M. da Educação";"12.363.1062.6380.0106";"Fomento ao Desenvolvimento da Educação Profissional - Implantação do Projeto Rede Lógica do CEFET - Manaus - AM";150000;0;150000;"Aprovada";"2037";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"AP";"PSDB";3;"PA";"Papaléo Paes";"20460018";"26286";"Fund. Univ. Fed. do Amapá";"12.364.1073.6373.0016";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Amapá";150000;0;150000;"Aprovada";"2046";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"CE";"PSDB";3;"PA";"Tasso Jereissati";"20250019";"26233";"UFCE";"12.364.1073.5E17.0023";"Construção de Prédio Anexo à Faculdade de Direito - UFC - No Estado do Ceará";300000;0;300000;"Aprovada";"2025";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"DF";"PDT";3;"PA";"Cristovam Buarque";"20690001";"26271";"Fund. Univ. de Brasília";"12.302.1073.4086.0053";"Assistência Hospitalar e Ambulatorial à População - No Distrito Federal";500000;0;500000;"Aprovada";"2069";"2";"1";"100";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"DF";"PDT";3;"PA";"Cristovam Buarque";"20690016";"26298";"FNDE";"12.366.1060.0507.0001";"Apoio a Iniciativas para Melhoria da Qualidade da Educação de Jovens e Adultos - Nacional";50000;0;50000;"Aprovada";"2069";"1";"1";"100";"3";"50"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"DF";"PDT";3;"PA";"Cristovam Buarque";"20690017";"26298";"FNDE";"12.361.1376.0E01.0174";"Apoio ao Desenvolvimento do Ensino Fundamental - Construção da Escola dos Meninos e Meninas do Parque (EMMP) - No Distrito Federal";950000;0;950000;"Aprovada";"2069";"1";"1";"112";"4";"30"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"DF";"PFL";3;"PA";"Paulo Octávio";"20430007";"26298";"FNDE";"12.361.1376.0E01.0172";"Apoio ao Desenvolvimento do Ensino Fundamental - Construção de Escola de Ensino Fundamental - Colinas do Sul - GO";300000;0;300000;"Aprovada";"2043";"1";"1";"100";"4";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"DF";"PTB";3;"PA";"Valmir Amaral";"23430005";"26298";"FNDE";"12.365.1065.09HJ.0080";"Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Construção de Creche - Pintópolis - MG";100000;0;100000;"Aprovada";"2343";"1";"1";"100";"4";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"MA";"PFL";3;"PA";"Edison Lobão";"22540001";"26101";"M. da Educação";"12.364.1073.0048.0318";"Apoio a Entidades de Ensino Superior Não Federais - Estado do Maranhão  (Curso de Engenharia Civil da Universidade Estadual do Maranhão)";100000;0;100000;"Aprovada";"2254";"1";"1";"100";"4";"30"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"MA";"PFL";3;"PA";"Edison Lobão";"22540005";"26101";"M. da Educação";"12.363.1062.10CF.0056";"IMPLANTAÇÃO DE ESCOLA AGROTÉCNICA FEDERAL EM SÃO RAIMUNDO DAS MANGABEIRAS NO ESTADO DO MARANHÃO - Implantação de Escola Agrotécnica Federal - São Raimundo das Mangabeiras - MA";100000;0;100000;"Aprovada";"2254";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"MA";"PMDB";3;"PA";"João Alberto Souza";"23240005";"26272";"Fund. Univ. Fed. do Maranhão";"12.364.1073.6373.0242";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Campus 03 de Bacabal - No Estado do Maranhão";200000;0;200000;"Aprovada";"2324";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"MG";"PL";3;"PA";"Aelton Freitas";"20180004";"26322";"EAF- Muzambinho - MG";"12.363.1062.6374.0031";"Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Minas Gerais";70000;0;70000;"Aprovada";"2018";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"MG";"PMDB";3;"PA";"Wellington Salgado de Oliveira";"20940011";"26277";"Fund. Univ. Fed. de Ouro Preto";"12.364.1073.6328.0058";"Universidade Aberta e à Distância - Implantação de Curso de Licenciatura Básica  (Educação à Distância) - No Estado de Minas Gerais";60000;0;60000;"Aprovada";"2094";"1";"1";"100";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"MS";"PT";3;"PA";"Delcídio Amaral";"20420018";"26298";"FNDE";"12.365.1065.09HJ.0072";"Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Vicentina - MS";70000;0;70000;"Aprovada";"2042";"1";"1";"100";"4";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"MT";"PFL";3;"PA";"Gilberto Goellner";"20970004";"26316";"CEFET Cuiabá - MT";"12.363.1062.6374.0080";"Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - Escola São Vicente - No Estado do Mato Grosso";100000;0;100000;"Aprovada";"2097";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"MT";"PFL";3;"PA";"Gilberto Goellner";"20970017";"26276";"Fund.Univ. Fed. de Mato Grosso";"12.364.1073.6368.0114";"Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Campus de Santo Antônio de Leverger - Estado do Mato Grosso";200000;0;200000;"Aprovada";"2097";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"MT";"PSDB";3;"PA";"Antero Paes de Barros";"23370013";"26316";"CEFET Cuiabá - MT";"12.363.1062.6374.0051";"Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado do Mato Grosso";80000;0;80000;"Aprovada";"2337";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"MT";"PT";3;"PA";"Serys Slhessarenko";"20220010";"26276";"Fund.Univ. Fed. de Mato Grosso";"12.364.1073.6373.0051";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Mato Grosso";300000;0;300000;"Aprovada";"2022";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"PA";"PT";3;"PA";"Ana Júlia Carepa";"20130013";"26239";"UFPA";"12.364.1073.6373.0015";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Pará";100000;0;100000;"Aprovada";"2013";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"PA";"PT";3;"PA";"Ana Júlia Carepa";"20130014";"26239";"UFPA";"12.364.1073.6368.0174";"Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Departamento de História - No Estado do Pará";50000;0;50000;"Aprovada";"2013";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"PA";"PT";3;"PA";"Ana Júlia Carepa";"20130015";"26239";"UFPA";"12.364.1073.6368.0178";"Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - NAEPA - No Estado do Pará";150000;0;150000;"Aprovada";"2013";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"PB";"PMDB";3;"PA";"José Maranhão";"20280004";"26252";"UF Campina Grande";"12.364.1073.6373.0025";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado da Paraíba";600000;0;600000;"Aprovada";"2028";"1";"1";"112";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"PB";"PMDB";3;"PA";"José Maranhão";"20280005";"26240";"UFPB";"12.364.1073.6373.0025";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado da Paraíba";200000;0;200000;"Aprovada";"2028";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"PE";"PFL";3;"PA";"José Jorge";"23290006";"26101";"M. da Educação";"12.364.1073.0048.0428";"Apoio a Entidades de Ensino Superior Não Federais - Arcoverde - PE";300000;0;300000;"Aprovada";"2329";"1";"1";"100";"3";"99"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"PR";"PDT";3;"PA";"Osmar Dias";"22780012";"26101";"M. da Educação";"12.364.1073.0048.0310";"Apoio a Entidades de Ensino Superior Não Federais - Estado do Paraná";300000;0;300000;"Aprovada";"2278";"1";"1";"100";"4";"30"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"PR";"PSDB";3;"PA";"Álvaro Dias";"20520003";"26241";"UFPR";"12.364.1073.6373.0234";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Aquisição de Equipamentos para os Setores de Endocrinologia e Metabologia do Hospital de Clínicas da UFPR - No Estado do Paraná";250000;0;250000;"Aprovada";"2052";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"PR";"PT";3;"PA";"Flávio Arns";"20380001";"26298";"FNDE";"12.367.1374.0959.0001";"Apoio à Adequação de Prédios Escolares para a Educação Especial - Nacional";500000;0;500000;"Aprovada";"2038";"1";"1";"112";"3";"50"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"PR";"PT";3;"PA";"Flávio Arns";"20380002";"26298";"FNDE";"12.367.1374.09FD.0001";"Apoio à Aquisição de Veículos Escolares para a Educação Especial - Nacional";385000;0;385000;"Aprovada";"2038";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"PR";"PT";3;"PA";"Flávio Arns";"20380007";"26298";"FNDE";"12.367.1374.6310.0001";"Distribuição de Equipamentos para a Educação Especial - Nacional";615000;0;615000;"Aprovada";"2038";"1";"1";"112";"4";"50"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"PR";"PT";3;"PA";"Flávio Arns";"20380012";"26241";"UFPR";"12.364.1073.6373.0041";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Paraná";250000;0;250000;"Aprovada";"2038";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"RO";"PT";3;"PA";"Fátima Cleide";"20490006";"26298";"FNDE";"12.361.1376.0E01.0028";"Apoio ao Desenvolvimento do Ensino Fundamental - Estado de Rondônia";140000;0;140000;"Aprovada";"2049";"1";"1";"100";"4";"99"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"RO";"PT";3;"PA";"Fátima Cleide";"20490007";"26298";"FNDE";"12.361.1376.0E01.0180";"Apoio ao Desenvolvimento do Ensino Fundamental - EFARO - No Estado de Rondônia";200000;0;200000;"Aprovada";"2049";"1";"1";"100";"4";"99"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"RO";"PT";3;"PA";"Fátima Cleide";"20490019";"26342";"EAF- Colorado do Oeste-RO";"12.363.1062.6374.0011";"Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Rondônia";200000;0;200000;"Aprovada";"2049";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"RR";"PDT";3;"PA";"Augusto Botelho";"20500004";"26222";"CEFET - RR";"12.363.1062.5E25.0014";"Construção do Bloco de Saúde - CEFET - RR - No Estado de Roraima";500000;0;500000;"Aprovada";"2050";"1";"1";"112";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"RR";"PDT";3;"PA";"Augusto Botelho";"20500009";"26101";"M. da Educação";"12.364.1073.0048.0460";"Apoio a Entidades de Ensino Superior Não Federais - Fundação de Educação Superior de Roraima -  Pós Graduação em Gestão de Sistemas Educacionais - Boa Vista - Roraima";350000;0;350000;"Aprovada";"2050";"1";"1";"112";"3";"30"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"RR";"PDT";3;"PA";"Augusto Botelho";"20500009";"26101";"M. da Educação";"12.364.1073.0048.0460";"Apoio a Entidades de Ensino Superior Não Federais - Fundação de Educação Superior de Roraima -  Pós Graduação em Gestão de Sistemas Educacionais - Boa Vista - Roraima";150000;0;150000;"Aprovada";"2050";"1";"1";"112";"4";"30"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"RR";"PTB";3;"PA";"Mozarildo Cavalcanti";"23190002";"26222";"CEFET - RR";"12.363.1062.6374.0014";"Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Roraima";100000;0;100000;"Aprovada";"2319";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"RR";"PTB";3;"PA";"Mozarildo Cavalcanti";"23190010";"26250";"FUFRR";"12.364.1073.6373.0014";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Roraima";100000;0;100000;"Aprovada";"2319";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"RS";"PT";3;"PA";"Paulo Paim";"20230005";"26244";"UFRS";"12.364.1073.6368.0043";"Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - No Estado do Rio Grande do Sul";100000;0;100000;"Aprovada";"2023";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"RS";"PTB";3;"PA";"Sérgio Zambiasi";"20240005";"26298";"FNDE";"12.367.1374.0511.0102";"Apoio ao Desenvolvimento da Educação Especial - Estado do Rio Grande do Sul";200000;0;200000;"Aprovada";"2024";"1";"1";"100";"4";"99"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"TO";"PC DO B";3;"PA";"Leomar Quintanilha";"22720002";"26223";"ETF - Palmas/TO";"12.363.1062.6374.0017";"Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Tocantins";100000;0;100000;"Aprovada";"2272";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"TO";"PL";3;"PA";"João Ribeiro";"20450001";"26223";"ETF - Palmas/TO";"12.363.1062.6374.0017";"Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Tocantins";100000;0;100000;"Aprovada";"2045";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"TO";"PSDB";3;"PA";"Eduardo Siqueira Campos";"23230001";"26251";"FUFTO";"12.364.1073.4008.0017";"Acervo Bibliográfico Destinado às Instituições Federais de Ensino Superior e Hospitais de Ensino - No Estado de Tocantins";50000;0;50000;"Aprovada";"2323";"1";"1";"100";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"TO";"PSDB";3;"PA";"Eduardo Siqueira Campos";"23230009";"26251";"FUFTO";"12.364.1073.6373.0017";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Tocantins";50000;0;50000;"Aprovada";"2323";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"02";"Senador";"TO";"PSDB";3;"PA";"Eduardo Siqueira Campos";"23230012";"26223";"ETF - Palmas/TO";"12.363.1062.6374.0017";"Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Tocantins";100000;0;100000;"Aprovada";"2323";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"04";"Bancada Regional";;"S/PARTIDO";1;"BA";"Bancada da Regiao Centro-Oeste";"41030001";"26101";"M. da Educação";"12.364.1073.6373.0212";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Na Região Centro Oeste";990625;0;990625;"Aprovada Parcialmente";"4103";"1";"2";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"04";"Bancada Regional";;"S/PARTIDO";1;"BA";"Bancada da Regiao Centro-Oeste";"41030001";"26101";"M. da Educação";"12.364.1073.6373.0212";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Na Região Centro Oeste";10809375;0;10809375;"Aprovada Parcialmente";"4103";"1";"2";"112";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"05";"Comissões Câmara dos Deputados";;"S/PARTIDO";2;"CO";"Com. Educação e Cultura";"50160001";"26101";"M. da Educação";"12.364.1073.8551.0001";"Complementação para o Funcionamento das Instituições Federais de Ensino Superior - Nacional";15298646;0;15298646;"Aprovada Parcialmente";"5016";"1";"2";"100";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"05";"Comissões Câmara dos Deputados";;"S/PARTIDO";2;"CO";"Com. Educação e Cultura";"50160001";"26101";"M. da Educação";"12.364.1073.8551.0001";"Complementação para o Funcionamento das Instituições Federais de Ensino Superior - Nacional";4149063;0;4149063;"Aprovada Parcialmente";"5016";"1";"2";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"05";"Comissões Câmara dos Deputados";;"S/PARTIDO";2;"CO";"Com. Educação e Cultura";"50160001";"26101";"M. da Educação";"12.364.1073.8551.0001";"Complementação para o Funcionamento das Instituições Federais de Ensino Superior - Nacional";1200000;0;1200000;"Aprovada Parcialmente";"5016";"1";"2";"112";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"05";"Comissões Câmara dos Deputados";;"S/PARTIDO";2;"CO";"Com. Educação e Cultura";"50160001";"26101";"M. da Educação";"12.364.1073.8551.0001";"Complementação para o Funcionamento das Instituições Federais de Ensino Superior - Nacional";28232638;0;28232638;"Aprovada Parcialmente";"5016";"1";"2";"112";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"05";"Comissões Câmara dos Deputados";;"S/PARTIDO";2;"CO";"Com. Educação e Cultura";"50160004";"26298";"FNDE";"12.361.1061.0509.0001";"Apoio ao Desenvolvimento da Educação Básica - Nacional";584375;0;584375;"Aprovada Parcialmente";"5016";"1";"2";"100";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"05";"Comissões Câmara dos Deputados";;"S/PARTIDO";2;"CO";"Com. Educação e Cultura";"50160004";"26298";"FNDE";"12.361.1061.0509.0001";"Apoio ao Desenvolvimento da Educação Básica - Nacional";4090625;0;4090625;"Aprovada Parcialmente";"5016";"1";"2";"113";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"05";"Comissões Câmara dos Deputados";;"S/PARTIDO";2;"CO";"Com. Educação e Cultura";"50160005";"26298";"FNDE";"12.362.1378.6322.0001";"Distribuição de Livros Didáticos para o Ensino Médio - Nacional";5890540;0;5890540;"Aprovada Parcialmente";"5016";"1";"2";"100";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"05";"Comissões Câmara dos Deputados";;"S/PARTIDO";2;"CO";"Com. Educação e Cultura";"50160005";"26298";"FNDE";"12.362.1378.6322.0001";"Distribuição de Livros Didáticos para o Ensino Médio - Nacional";20484375;0;20484375;"Aprovada Parcialmente";"5016";"1";"2";"112";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"05";"Comissões Câmara dos Deputados";;"S/PARTIDO";2;"CO";"Com. Legislação Participativa";"50340003";"26298";"FNDE";"12.365.1065.0E04.0060";"Apoio ao Desenvolvimento da Educação Infantil - Nacional";106250;0;106250;"Aprovada Parcialmente";"5034";"1";"2";"100";"3";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"05";"Comissões Câmara dos Deputados";;"S/PARTIDO";2;"CO";"Com. Legislação Participativa";"50340003";"26298";"FNDE";"12.365.1065.0E04.0060";"Apoio ao Desenvolvimento da Educação Infantil - Nacional";743750;0;743750;"Aprovada Parcialmente";"5034";"1";"2";"112";"3";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"06";"Comissões Senado Federal";;"S/PARTIDO";2;"CO";"Com. Educação";"60040002";"26298";"FNDE";"12.365.1065.0E04.0060";"Apoio ao Desenvolvimento da Educação Infantil - Nacional";106250;0;106250;"Aprovada Parcialmente";"6004";"1";"2";"100";"4";"99"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"06";"Comissões Senado Federal";;"S/PARTIDO";2;"CO";"Com. Educação";"60040002";"26298";"FNDE";"12.365.1065.0E04.0060";"Apoio ao Desenvolvimento da Educação Infantil - Nacional";743750;0;743750;"Aprovada Parcialmente";"6004";"1";"2";"112";"4";"99"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"06";"Comissões Senado Federal";;"S/PARTIDO";2;"CO";"Com. Educação";"60040003";"26101";"M. da Educação";"12.363.1062.6380.0001";"Fomento ao Desenvolvimento da Educação Profissional - Nacional";1870000;0;1870000;"Aprovada Parcialmente";"6004";"1";"2";"100";"4";"99"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"06";"Comissões Senado Federal";;"S/PARTIDO";2;"CO";"Com. Educação";"60040003";"26101";"M. da Educação";"12.363.1062.6380.0001";"Fomento ao Desenvolvimento da Educação Profissional - Nacional";13090000;0;13090000;"Aprovada Parcialmente";"6004";"1";"2";"112";"4";"99"
