"COD_SETOR";"NOM_SETOR";"COD_TIPO_AUTOR";"DES_TIPO_AUTOR";"SGL_UF_AUTOR";"SGL_PARTIDO";"COD_GRUPO_AUTOR";"DES_GRUPO_AUTOR";"NOM_AUTOR";"COD_EMENDA";"COD_UNID_ORCA";"NOM_ABREV_UNID_ORCA";"Funcional";"Título";"SALDO_ACREC";"VAL_CANC";"SALDO";"DES_DECISAO_PARECER";"COD_AUTOR";"COD_ESFERA";"COD_DECISAO_PARECER";"COD_FONTE";"COD_GND";"COD_MOD_APLIC"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AC";"PC DO B";3;"PA";"Perpétua Almeida";"11970020";"26275";"Fund. Univ. Fed. do Acre";"12.364.1073.6373.0236";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Programa de Interiorização da UFAC no Município de Tarauacá - No Estado do Acre";100000;0;100000;"Aprovada";"1197";"1";"1";"100";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AC";"PT";3;"PA";"Henrique Afonso";"11810001";"26101";"M. da Educação";"12.362.1378.0921.0056";"Apoio à Melhoria da Qualidade do Ensino Médio - Ampliação da Escola Estadual Francisco Braga de Souza - Rodrigues Alves - AC";200000;0;200000;"Aprovada";"1181";"1";"1";"100";"4";"30"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AC";"PT";3;"PA";"Henrique Afonso";"11810007";"26298";"FNDE";"12.361.1376.0E01.0136";"Apoio ao Desenvolvimento do Ensino Fundamental - Aquisição de Equipamentos para Escolas Públicas - Região do Juruá - No Estado do Acre";120000;0;120000;"Aprovada";"1181";"1";"1";"100";"4";"30"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AL";"PPS";3;"PA";"Rogério Teófilo";"13120001";"26101";"M. da Educação";"12.364.1073.8551.0001";"Complementação para o Funcionamento das Instituições Federais de Ensino Superior - Nacional";40000;0;40000;"Aprovada";"1312";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AL";"PPS";3;"PA";"Rogério Teófilo";"13120007";"26101";"M. da Educação";"12.363.1062.6380.0098";"Fomento ao Desenvolvimento da Educação Profissional - Estudo de Viabilidade Técnica - CEFET - No Estado de Alagoas";20000;0;20000;"Aprovada";"1312";"1";"1";"100";"3";"99"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AM";"PC DO B";3;"PA";"Vanessa Grazziotin";"34970001";"26270";"Fund. Univ. do Amazonas";"12.364.1073.4004.0013";"Serviços à Comunidade por meio da Extensão Universitária - No Estado do Amazonas";400000;0;400000;"Aprovada";"3497";"1";"1";"112";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AM";"PC DO B";3;"PA";"Vanessa Grazziotin";"34970002";"26339";"EAF- S.Gab. Cachoeira-AM";"12.363.1062.6374.0013";"Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado do Amazonas";200000;0;200000;"Aprovada";"3497";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AM";"PC DO B";3;"PA";"Vanessa Grazziotin";"34970005";"26270";"Fund. Univ. do Amazonas";"12.364.1073.6373.0013";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Amazonas";300000;0;300000;"Aprovada";"3497";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AM";"PC DO B";3;"PA";"Vanessa Grazziotin";"34970010";"26270";"Fund. Univ. do Amazonas";"12.364.1073.6373.0013";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Amazonas";30000;0;30000;"Aprovada";"3497";"1";"1";"100";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AM";"PC DO B";3;"PA";"Vanessa Grazziotin";"34970010";"26270";"Fund. Univ. do Amazonas";"12.364.1073.6373.0013";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Amazonas";170000;0;170000;"Aprovada";"3497";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AM";"PC DO B";3;"PA";"Vanessa Grazziotin";"34970018";"26203";"CEFET - AM";"12.363.1062.6374.0013";"Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado do Amazonas";150000;0;150000;"Aprovada";"3497";"1";"1";"100";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AM";"PC DO B";3;"PA";"Vanessa Grazziotin";"34970018";"26203";"CEFET - AM";"12.363.1062.6374.0013";"Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado do Amazonas";150000;0;150000;"Aprovada";"3497";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AM";"PC DO B";3;"PA";"Vanessa Grazziotin";"34970019";"26270";"Fund. Univ. do Amazonas";"12.364.1073.4009.0058";"Funcionamento de Cursos de Graduação - Manutenção do Internato Rural - Manaus - AM";200000;0;200000;"Aprovada";"3497";"1";"1";"100";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AM";"PFL";3;"PA";"Pauderney Avelino";"16220004";"26203";"CEFET - AM";"12.363.1062.6374.0013";"Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado do Amazonas";200000;0;200000;"Aprovada";"1622";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AM";"PL";3;"PA";"Humberto Michiles";"11530009";"26321";"EAF- Manaus - AM";"12.363.1062.2992.0056";"Funcionamento da Educação Profissional - Aquisição de Trator Agrícola - No Estado do Amazonas";150000;0;150000;"Aprovada";"1153";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AM";"PMDB";3;"PA";"Átila Lins";"16190004";"26270";"Fund. Univ. do Amazonas";"12.364.1073.6373.0110";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Modernização e Recuperação da Infra-Estrutura Física da Extensão - Itacoatiara - AM";500000;0;500000;"Aprovada";"1619";"1";"1";"112";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AM";"PP";3;"PA";"Carlos Souza";"11470004";"26270";"Fund. Univ. do Amazonas";"12.364.1073.6368.0142";"Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Área Médico-Hospitalar da UFAM - Manaus - AM";200000;0;200000;"Aprovada";"1147";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AM";"PP";3;"PA";"Francisco Garcia";"34950001";"26101";"M. da Educação";"12.363.1062.6380.0106";"Fomento ao Desenvolvimento da Educação Profissional - Implantação do Projeto Rede Lógica do CEFET - Manaus - AM";50000;0;50000;"Aprovada";"3495";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AM";"PP";3;"PA";"Francisco Garcia";"34950004";"26101";"M. da Educação";"12.302.1073.6379.0032";"Complementação para o Funcionamento dos Hospitais de Ensino Federais - Aquisição de Equipamentos para Hospital Universátirio Getúlio Vargas - HUGV/UFAM - Estado do Amazonas";100000;0;100000;"Aprovada";"3495";"2";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AP";"PC DO B";3;"PA";"Evandro Milhomen";"34850006";"26286";"Fund. Univ. Fed. do Amapá";"12.364.1375.4006.0060";"Funcionamento de Cursos de Pós-Graduação - Estado do Amapá";100000;0;100000;"Aprovada";"3485";"1";"1";"100";"4";"30"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AP";"PL";3;"PA";"Coronel Alves";"11280003";"26286";"Fund. Univ. Fed. do Amapá";"12.364.1073.6373.0016";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Amapá";250000;0;250000;"Aprovada";"1128";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AP";"PMDB";3;"PA";"Gervásio Oliveira";"20900003";"26101";"M. da Educação";"12.364.1073.0048.0272";"Apoio a Entidades de Ensino Superior Não Federais - Nacional";100000;0;100000;"Aprovada";"2090";"1";"1";"100";"3";"50"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"AP";"PTB";3;"PA";"Eduardo Seabra";"34840002";"26298";"FNDE";"12.367.1374.09FD.0064";"Apoio à Aquisição de Veículos Escolares para a Educação Especial - No Estado do Amapá";120000;0;120000;"Aprovada";"3484";"1";"1";"100";"4";"99"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PC DO B";3;"PA";"Alice Portugal";"13310014";"26232";"UFBA";"12.364.1073.6368.0154";"Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Implantação da Biblioteca para o Inst. de Ciências Ambientais e Des. Sustentado em Barreiras - No Estado da Bahia";200000;0;200000;"Aprovada";"1331";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PC DO B";3;"PA";"Alice Portugal";"13310015";"26232";"UFBA";"12.364.1073.6368.0156";"Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Maternidade Climério de Oliveira - No Estado da Bahia";80000;0;80000;"Aprovada";"1331";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PDT";3;"PA";"Severiano Alves";"33550002";"26298";"FNDE";"12.361.1376.0E01.0054";"Apoio ao Desenvolvimento do Ensino Fundamental - Estado da Bahia";300000;0;300000;"Aprovada";"3355";"1";"1";"100";"4";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PDT";3;"PA";"Severiano Alves";"33550005";"26298";"FNDE";"12.361.1376.0E01.0146";"Apoio ao Desenvolvimento do Ensino Fundamental - Escola Estadual Ministro Aliomar Baleeiro - No Estado da Bahia";40000;0;40000;"Aprovada";"3355";"1";"1";"100";"4";"30"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PFL";3;"PA";"Aroldo Cedraz";"17080016";"26232";"UFBA";"12.364.1073.6373.0029";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado da Bahia";200000;0;200000;"Aprovada";"1708";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PFL";3;"PA";"Claudio Cajado";"31660007";"26298";"FNDE";"12.361.1376.0E01.0176";"Apoio ao Desenvolvimento do Ensino Fundamental - Construção de Unidades Escolares em Municípios - No Estado da Bahia";500000;0;500000;"Aprovada";"3166";"1";"1";"112";"4";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PFL";3;"PA";"Jairo Carneiro";"12670002";"26298";"FNDE";"12.361.1376.0E01.0124";"Apoio ao Desenvolvimento do Ensino Fundamental - Caturama - BA";100000;0;100000;"Aprovada";"1267";"1";"1";"100";"4";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PFL";3;"PA";"José Carlos Aleluia";"17180001";"26298";"FNDE";"12.365.1065.09HJ.0064";"Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Santa Brígida - BA";50000;0;50000;"Aprovada";"1718";"1";"1";"100";"3";"99"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PFL";3;"PA";"José Carlos Aleluia";"17180001";"26298";"FNDE";"12.365.1065.09HJ.0064";"Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Santa Brígida - BA";150000;0;150000;"Aprovada";"1718";"1";"1";"100";"4";"99"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PFL";3;"PA";"Zelinda Novaes";"13810001";"26301";"CEFET - BA";"12.364.1073.4004.0056";"Serviços à Comunidade por meio da Extensão Universitária - Desenvolvimento de Equipamentos para Quebra de Licuri - No Estado da Bahia";100000;0;100000;"Aprovada";"1381";"1";"1";"100";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PFL";3;"PA";"Zelinda Novaes";"13810001";"26301";"CEFET - BA";"12.364.1073.4004.0056";"Serviços à Comunidade por meio da Extensão Universitária - Desenvolvimento de Equipamentos para Quebra de Licuri - No Estado da Bahia";50000;0;50000;"Aprovada";"1381";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PMDB";3;"PA";"Geddel Vieira Lima";"17120005";"26232";"UFBA";"12.364.1073.6373.0238";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Barreiras - BA";50000;0;50000;"Aprovada";"1712";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PP";3;"PA";"João Leão";"32390002";"26298";"FNDE";"12.361.1376.0E01.0154";"Apoio ao Desenvolvimento do Ensino Fundamental - Apoio ao Centro Educacional Santo Antônio das Obras Sociais Irmã Dulce - Simões Filho - BA";50000;0;50000;"Aprovada";"3239";"1";"1";"100";"3";"50"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PP";3;"PA";"João Leão";"32390012";"26232";"UFBA";"12.364.1073.6368.0182";"Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Implantação do Laboratório do Instituto de Ciências Ambientais e Desenvolvimento Sustentado do Campus da UFBA - Barreiras - BA";200000;0;200000;"Aprovada";"3239";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PP";3;"PA";"João Leão";"32390018";"26298";"FNDE";"12.367.1374.09FD.0092";"Apoio à Aquisição de Veículos Escolares para a Educação Especial - Simões Filho - BA";600000;0;600000;"Aprovada";"3239";"1";"1";"112";"4";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PSDB";3;"PA";"João Almeida";"17150007";"26232";"UFBA";"12.364.1073.6368.0158";"Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Laboratório do Inst. Ciên. Amb. e Des. Sust. em Barreiras - No Estado da Bahia";200000;0;200000;"Aprovada";"1715";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PSDB";3;"PA";"Jutahy Junior";"34770004";"26298";"FNDE";"12.361.1376.0E01.0158";"Apoio ao Desenvolvimento do Ensino Fundamental - Colégio Cenecista de Ibotirama - CNEC - Ibotirama - BA";150000;0;150000;"Aprovada";"3477";"1";"1";"100";"4";"50"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PSDB";3;"PA";"Jutahy Junior";"34770008";"26232";"UFBA";"12.364.1073.6368.0158";"Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Laboratório do Inst. Ciên. Amb. e Des. Sust. em Barreiras - No Estado da Bahia";200000;0;200000;"Aprovada";"3477";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PT";3;"PA";"Guilherme Menezes";"13530008";"26101";"M. da Educação";"12.362.1377.09CU.0001";"Apoio à Valorização da Diversidade no Acesso e na Permanência na Universidade - Nacional";100000;0;100000;"Aprovada";"1353";"1";"1";"100";"3";"99"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PT";3;"PA";"Walter Pinheiro";"34560014";"26232";"UFBA";"12.364.1073.6373.0240";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Núcleo de Estudos Interdisciplinares sobre a Mulher - NEIM na Faculdade de Filosofia e Ciências Humanas - No Estado da Bahia";50000;0;50000;"Aprovada";"3456";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PT";3;"PA";"Walter Pinheiro";"34560015";"26101";"M. da Educação";"12.364.1073.0048.0458";"Apoio a Entidades de Ensino Superior Não Federais - Instalação de Tabuleiro Digital no Campus II - Alagoinhas - BA";50000;0;50000;"Aprovada";"3456";"1";"1";"100";"4";"30"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"BA";"PT";3;"PA";"Zezéu Ribeiro";"13840011";"26232";"UFBA";"12.364.1073.6373.0029";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado da Bahia";330000;0;330000;"Aprovada";"1384";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"CE";"PC DO B";3;"PA";"Inácio Arruda";"32260008";"26233";"UFCE";"12.364.1073.6373.0264";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Faculdade de Direito - Fortaleza - CE";150000;0;150000;"Aprovada";"3226";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"CE";"PMDB";3;"PA";"Pastor Pedro Ribeiro";"12430002";"26298";"FNDE";"12.361.1376.0E01.0116";"Apoio ao Desenvolvimento do Ensino Fundamental - Associação Pró-desenvolvimento de Caponga - Cascavel - CE";50000;0;50000;"Aprovada";"1243";"1";"1";"100";"3";"50"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"CE";"PMDB";3;"PA";"Pastor Pedro Ribeiro";"12430003";"26298";"FNDE";"12.361.1376.0E01.0118";"Apoio ao Desenvolvimento do Ensino Fundamental - Centro Social Betesda - Fortaleza - CE";50000;0;50000;"Aprovada";"1243";"1";"1";"100";"3";"50"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"CE";"PMDB";3;"PA";"Pastor Pedro Ribeiro";"12430004";"26298";"FNDE";"12.361.1376.0E01.0120";"Apoio ao Desenvolvimento do Ensino Fundamental - Conselho Filantrópico Cristão - Fortaleza - CE";70000;0;70000;"Aprovada";"1243";"1";"1";"100";"3";"50"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"CE";"PMDB";3;"PA";"Pastor Pedro Ribeiro";"12430012";"26298";"FNDE";"12.361.1376.0E01.0122";"Apoio ao Desenvolvimento do Ensino Fundamental - Instituto Daniel Berg - Fortaleza - CE";30000;0;30000;"Aprovada";"1243";"1";"1";"100";"3";"50"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"CE";"PSOL";3;"PA";"João Alfredo";"12400002";"26298";"FNDE";"12.367.1374.0511.0128";"Apoio ao Desenvolvimento da Educação Especial - Fortaleza - CE";250000;0;250000;"Aprovada";"1240";"1";"1";"100";"4";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"CE";"PSOL";3;"PA";"João Alfredo";"12400020";"26298";"FNDE";"12.128.1377.09HS.0001";"Apoio à Qualificação de Profissionais da Educação em Educação para Diversidade e Cidadania - Nacional";100000;0;100000;"Aprovada";"1240";"1";"1";"100";"3";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"CE";"PT";3;"PA";"José Pimentel";"32580002";"26101";"M. da Educação";"12.363.1062.6380.0112";"Fomento ao Desenvolvimento da Educação Profissional - Construção de UNED - CEFET - Maracanaú - CE";150000;0;150000;"Aprovada";"3258";"1";"1";"100";"4";"99"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"CE";"PT";3;"PA";"José Pimentel";"32580005";"26233";"UFCE";"12.364.1073.6373.0166";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Biblioteca da Faculdade de Direito - Fortaleza - CE";50000;0;50000;"Aprovada";"3258";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"DF";"PSOL";3;"PA";"Maninha";"14340012";"26271";"Fund. Univ. de Brasília";"12.364.1073.4004.0053";"Serviços à Comunidade por meio da Extensão Universitária - No Distrito Federal";100000;0;100000;"Aprovada";"1434";"1";"1";"100";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"DF";"PT";3;"PA";"Sigmaringa Seixas";"14850016";"26271";"Fund. Univ. de Brasília";"12.365.0750.2010.0053";"Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados - No Distrito Federal";100000;0;100000;"Aprovada";"1485";"1";"1";"100";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"DF";"PT";3;"PA";"Wasny de Roure";"11210006";"26271";"Fund. Univ. de Brasília";"12.365.0750.2010.0053";"Assistência Pré-Escolar aos Dependentes dos Servidores e Empregados - No Distrito Federal";300000;0;300000;"Aprovada";"1121";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"ES";"PDT";3;"PA";"Manato";"14130010";"26298";"FNDE";"12.365.1065.09HJ.0102";"Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Construção de CEMEI - São Domingos do Norte - ES";200000;0;200000;"Aprovada";"1413";"1";"1";"100";"4";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"ES";"PL";3;"PA";"Neucimar Fraga";"14180001";"26298";"FNDE";"12.361.1376.0E01.0134";"Apoio ao Desenvolvimento do Ensino Fundamental - Ampliação e Reforma do Centro Integrado de Ensino - Mimoso do Sul - ES";200000;0;200000;"Aprovada";"1418";"1";"1";"100";"4";"40"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"ES";"PMDB";3;"PA";"Jair de Oliveira";"20760005";"26298";"FNDE";"12.367.1374.6310.0060";"Distribuição de Equipamentos para a Educação Especial - Linhares - ES";30000;0;30000;"Aprovada";"2076";"1";"1";"100";"4";"50"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"ES";"PT";3;"PA";"Iriny Lopes";"14120013";"26298";"FNDE";"12.367.1374.0511.0108";"Apoio ao Desenvolvimento da Educação Especial - APAES - No Estado do Espírito Santo";20000;0;20000;"Aprovada";"1412";"1";"1";"100";"3";"50"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"ES";"PT";3;"PA";"Iriny Lopes";"14120016";"26302";"EAF- Alegre - ES";"12.363.1062.6301.0056";"Acervo Bibliográfico para as Instituições da Rede Federal de Educação Profissional - Alegre - ES";40000;0;40000;"Aprovada";"1412";"1";"1";"100";"3";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"GO";"PFL";3;"PA";"Vilmar Rocha";"10640007";"26235";"UFGO";"12.364.1073.6373.0222";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Construção de Salas de Aula  - No Estado de Goiás";200000;0;200000;"Aprovada";"1064";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"GO";"PSDB";3;"PA";"Carlos Alberto Leréia";"19530010";"26235";"UFGO";"12.364.1073.6373.0222";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Construção de Salas de Aula  - No Estado de Goiás";200000;0;200000;"Aprovada";"1953";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"GO";"PSDB";3;"PA";"Professora Raquel Teixeira";"19590014";"26235";"UFGO";"12.364.1073.6373.0222";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Construção de Salas de Aula  - No Estado de Goiás";200000;0;200000;"Aprovada";"1959";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"GO";"PT";3;"PA";"Neyde Aparecida";"19580014";"26235";"UFGO";"12.364.1073.6373.0052";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Goiás";150000;0;150000;"Aprovada";"1958";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"GO";"PT";3;"PA";"Rubens Otoni";"19600007";"26235";"UFGO";"12.364.1073.6373.0222";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Construção de Salas de Aula  - No Estado de Goiás";200000;0;200000;"Aprovada";"1960";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"GO";"PT";3;"PA";"Rubens Otoni";"19600008";"26208";"CEFET - GO";"12.363.1062.6374.0052";"Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Goiás";250000;0;250000;"Aprovada";"1960";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"MA";"PDT";3;"PA";"Wagner Lago";"15960005";"26272";"Fund. Univ. Fed. do Maranhão";"12.364.1073.6373.0021";"Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Maranhão";100000;0;100000;"Aprovada";"1596";"1";"1";"100";"4";"90"
"06";"Educação, Cultura, Ciência e Tecnologia e Esporte";"01";"Deputado Federal";"MA";"PFL";3;"PA";"Clovis Fecury";"12160011";"26101";"M. da Educação";"12.302.1073.6379.0056";"Complementação para o Funcionamento dos Hospitais de Ensino Federais - Fundação Universidade Federal do Maranhão - No Estado do Maranhão";50000;0;50000;"Aprovada";"1216";"2";"1";"100";"4";"90"
