1500206	1
1500347	1
1500701	2
1500800	4
1501303	5
1501451	1
1501501	2
1501808	4
1502103	1
1502400	2
1502707	1
1502905	1
1502939	2
1503457	3
1503606	5
1503705	1
1503804	1
1504059	1
1504208	1
1504307	1
1504604	2
1504901	1
1505064	6
1505205	2
1505304	1
1505403	1
1505502	5
1505700	2
1505809	3
1505908	5
1506138	5
1506161	1
1506187	2
1506559	2
1506708	1
1506807	2
1507201	2
1507953	3
1508001	2
1508035	3
1508084	1
1508159	1
1508308	4
1508407	1
2500403	1
2501807	3
2503209	2
2503506	1
2503704	1
2504009	11
2504405	1
2506004	1
2506301	1
2506707	1
2506806	1
2506905	1
2507507	11
2508901	2
2509107	1
2511202	1
2511400	1
2511905	1
2512002	1
2512101	2
2512408	1
2512507	2
2513703	4
2514503	1
2515302	2
2516201	1
2600104	1
2600500	2
2600906	1
2601201	1
2601607	1
2601706	2
2601904	1
2602001	1
2602100	3
2602209	1
2602308	1
2602605	1
2603009	1
2603108	1
2603207	1
2603900	1
2604106	13
2604700	1
2605152	1
2605202	1
2605301	1
2605400	1
2605608	1
2605905	1
2606002	5
2606101	1
2606408	1
2606606	1
2606804	1
2607505	2
2607901	4
2609600	5
2610400	1
2610707	2
2610905	1
2611101	8
2611606	7
2612901	1
2613008	2
2613107	1
2613602	1
2613909	2
2614105	1
2615607	1
2200400	2
2201101	1
2201150	1
2201507	1
2202000	1
2202208	1
2202901	2
2203107	1
2203453	1
2205201	1
2205508	2
2206209	1
2207702	1
2207900	2
2208205	1
2208304	1
2210607	2
2210706	1
2211001	11
2211100	2
4101408	2
4101507	2
4101804	3
4103602	1
4103701	4
4104204	4
4104253	1
4104428	1
4104600	1
4104808	5
4105003	1
4105508	2
4105706	1
4105805	1
4106209	1
4106407	2
4106506	1
4107009	1
4107652	1
4108403	2
4109401	10
4109500	1
4109609	1
4109708	1
4109807	1
4110102	2
4110201	1
4110508	1
4110706	3
4111258	1
4111803	1
4113205	1
4113304	1
4113700	9
4114302	1
4114609	1
4115200	1
4117057	1
4117305	2
4117602	2
4117701	2
4118204	5
4118402	2
4119152	1
4119301	1
4119509	3
4119905	5
4120606	1
4120903	1
4121703	1
4122008	1
4122404	2
4123857	1
4124103	1
4124707	1
4125506	3
4125605	1
4126256	4
4126306	1
4126678	1
4127106	1
4127858	1
4127965	1
4128104	2
4128203	1
3300100	3
3300209	2
3300456	5
3300803	1
3301009	2
3301702	11
3301900	2
3302205	2
3302403	1
3302502	5
3304201	1
3304300	1
3304904	5
3305505	1
3306305	3
2402600	3
2408102	1
2403251	1
2411205	1
2412203	1
2413904	1
2414407	1
1100023	3
1100452	2
1100049	1
1100072	1
1100130	1
1100189	1
1100205	13
1100288	2
1100320	1
1101500	1
1101708	1
1400027	1
4300604	5
4301602	3
4303004	2
4303103	4
4303509	1
4304200	1
4304408	1
4304507	1
4304606	4
4304689	1
4306106	1
4308201	1
4309209	5
4309308	5
4309654	1
4310108	1
4310207	1
4310603	1
4311007	1
4313409	1
4314100	1
4314407	5
4314902	12
4315404	1
4315602	1
4316907	6
4317103	1
4317301	1
4317400	1
4318002	2
4318309	1
4318705	1
4318903	1
4320800	1
4321204	1
4322400	1
4322509	2
4202305	2
4203006	2
4203204	1
4204806	1
4205407	1
4206504	1
4207304	1
4209102	6
4210100	2
4211900	4
4213609	1
4216206	1
4216602	3
4218004	1
4218251	1
2800209	1
2800308	1
2802106	1
2803005	2
2804003	1
2804201	1
2804805	4
2805406	2
2805703	1
2807105	1
2807402	3
3504503	1
3505500	1
3506003	4
3507605	1
3508009	1
3508504	2
3509205	1
3509502	4
3510203	1
3510609	4
3513405	2
3513603	1
3513801	1
3515707	2
3516200	4
3518602	1
3519071	1
3519600	1
3522505	5
3523107	5
3523206	1
3524006	1
3524402	1
3526902	5
3530607	12
3536703	1
3537800	1
3541406	2
3541604	1
3545209	2
3547809	1
3549904	2
3551009	4
3555000	1
3556404	1
3556503	1
1702109	3
1702208	3
1702554	1
1703842	1
1707702	1
1708205	1
1709005	1
1709500	2
1713205	1
1713304	1
1721000	1
1716109	1
1718303	1
1720903	1
1721208	1
