1200203	3
1200328	1
1200351	1
1200427	1
1200435	1
1200500	3
1200609	1
2700300	6
2700409	2
2701506	1
2701704	1
2702009	1
2702355	2
2702405	4
2702603	1
2702900	2
2703106	1
2703304	1
2704203	1
2704302	6
2704500	1
2704708	1
2705002	1
2705101	1
2705200	1
2705804	1
2706000	1
2706448	1
2706901	1
2707701	3
2708006	1
2708402	2
2708501	3
2708808	1
2708956	1
2709301	5
1300029	1
1300086	1
1300300	1
1300409	2
1300508	1
1300631	2
1300706	1
1300805	3
1301100	3
1301159	2
1301308	2
1301407	1
1301506	1
1301605	2
1301654	1
1301852	2
1301951	1
1302306	3
1302405	3
1302702	2
1302900	2
1303007	1
1303205	1
1303304	1
1303502	1
1303908	4
1304005	1
1304062	2
1304104	1
1304302	2
1600279	3
1600303	4
1600402	1
1600501	2
1600535	1
1600600	1
1600709	1
1600808	1
2902401	1
2902708	1
2904753	1
2905008	1
2905602	2
2906006	1
2906808	1
2907509	1
2908903	1
2909604	1
2910701	1
2911600	1
2911659	1
2911907	1
2913507	1
2913606	2
2913705	2
2913903	1
2914802	4
2915601	3
2916005	1
2916401	1
2916500	1
2917003	2
2917607	1
2918456	1
2918803	1
2919306	1
2921500	3
2921708	1
2921807	1
2922003	2
2922102	1
2922300	1
2923050	1
2923357	1
2923704	1
2924009	3
2924207	1
2924801	1
2925303	1
2925758	1
2925808	1
2926608	1
2927200	1
2927408	9
2927705	2
2928406	1
2928604	1
2928802	1
2930154	1
2930808	1
2932002	1
2932705	1
2932903	4
2933158	1
2933307	5
2933505	1
2300200	2
2301604	1
2302701	1
2303600	1
2304103	1
2304202	3
2304285	1
2304400	4
2304707	2
2305308	1
2305407	2
2305506	2
2306108	1
2307304	3
2307601	1
2307650	1
2307700	2
2308500	1
2308708	1
2309300	1
2309607	1
2309706	3
2310308	1
2310704	1
2311801	1
2312205	2
2312700	1
2313203	1
2313401	1
2313500	1
2313609	1
5300108	80
3200805	1
3200904	2
3201308	10
3201902	1
3203700	1
3205002	3
3205101	2
3205200	3
5200258	9
5201108	1
5201405	4
5204300	1
5205497	2
5206206	1
5207907	1
5208004	3
5208707	50
5210406	1
5211909	1
5213103	1
5214606	1
5215603	1
5215702	1
5217609	3
5218003	2
5218300	2
5218805	1
5220009	1
5221858	2
2100055	1
2100303	1
2100436	1
2100477	2
2100600	2
2100808	1
2100956	1
2101202	4
2101608	2
2101707	3
2101772	1
2102002	3
2102101	1
2102309	1
2102325	1
2102507	1
2103307	1
2104057	3
2104404	1
2104602	1
2104800	1
2105104	1
2105302	2
2105476	1
2105609	1
2105807	1
2106607	2
2106805	1
2107506	3
2107605	1
2107803	2
2108108	1
2108207	3
2108702	1
2108900	1
2109106	1
2109205	1
2109908	3
2110005	4
2110203	2
2110278	1
2110500	1
2110609	1
2111201	2
2111300	1
2111789	1
2112209	2
2112233	1
2112308	1
2112407	3
2112506	2
2112704	2
2112902	1
2114007	1
3101508	1
3103405	1
3103702	1
3104502	1
3104700	1
3105400	1
3106200	44
3106705	4
3108602	1
3110004	1
3111200	1
3112307	2
3113206	1
3113404	1
3114501	1
3117504	1
3118007	2
3118304	1
3118601	7
3119302	1
3120904	2
3121258	1
3121605	1
3122009	2
3122306	1
3124203	1
3124302	1
3125101	1
3126703	1
3127701	1
3127800	1
3128006	1
3129806	1
3131158	1
3131307	1
3131901	1
3134608	1
3135050	1
3135209	3
3135803	1
3136009	1
3136207	1
3136702	2
3137007	1
3137700	1
3138203	1
3139003	1
3139409	3
3139607	1
3139904	1
3140902	1
3142700	1
3142908	1
3143906	2
3144003	1
3144300	1
3144607	1
3145208	3
3145307	2
3145604	1
3146255	1
3147006	1
3147105	1
3149309	1
3152170	1
3152808	1
3154002	1
3154507	1
3156007	1
3156700	1
3157807	9
3158953	3
3160702	1
3161106	2
3162005	1
3162500	1
3162559	1
3162708	1
3164704	2
3167202	4
3167608	1
3168002	1
3168606	5
3170057	1
3170107	1
3170206	12
3170404	1
5000708	1
5002100	1
5002407	1
5002704	4
5003207	2
5003306	1
5003702	1
5004502	1
5005004	1
5006200	1
5006606	2
5006903	1
5007901	1
5008305	2
5100300	1
5101704	2
5101803	1
5102603	1
5102678	1
5103403	2
5105259	1
5105622	1
5106505	1
5106752	1
5107776	1
5107925	2
5107958	2
5108402	5
5108600	1
1500107	1
1500206	2
1500404	4
1500503	2
1500602	1
1500909	3
1500958	1
1501006	2
1501105	2
1501204	3
1501402	7
1501501	1
1501600	1
1501709	9
1501782	5
1501808	2
1501907	2
1502004	1
1502103	4
1502152	2
1502202	3
1502301	3
1502400	9
1502509	2
1502707	1
1502756	1
1502905	1
1502939	1
1502954	4
1503044	1
1503101	3
1503200	1
1503309	3
1503457	2
1503903	4
1504000	2
1504059	1
1504208	3
1504406	2
1504455	2
1504505	4
1504802	2
1504901	3
1505106	3
1505304	5
1505486	6
1505502	1
1505536	4
1505650	4
1505700	1
1505809	1
1506005	2
1506195	4
1506302	1
1506500	1
1506583	1
1506708	5
1506807	7
1507003	1
1507151	2
1507201	1
1507300	1
1507508	1
1507607	3
1507706	1
1507953	3
1507961	1
1507979	1
1508001	1
1508050	1
1508126	6
1508159	3
1508308	2
1508407	1
2500304	1
2501005	1
2501807	1
2502508	1
2503001	1
2503704	1
2504306	1
2506301	1
2507507	2
2508901	1
2510808	4
2512903	1
2515104	1
2516003	1
2516201	2
2600401	1
2600500	1
2601102	2
2601409	1
2601508	1
2602803	5
2602902	1
2603207	1
2604007	1
2604205	1
2604502	1
2605103	1
2605202	1
2606002	1
2606200	2
2606804	3
2607307	1
2607653	2
2608701	1
2608800	1
2608909	2
2609105	1
