2609154	1
2609600	6
2609709	1
2609907	1
2610004	2
2610509	1
2610608	3
2610707	13
2610905	1
2611507	1
2611606	17
2611705	1
2611804	2
2612208	3
2612406	1
2612505	2
2612554	1
2612604	2
2613404	1
2613800	1
2614204	2
2614808	1
2615300	2
2615409	1
2616407	4
2616506	1
2201200	1
2202307	1
2203701	1
2205706	1
2206209	1
2207009	1
2207702	2
2208007	1
2208403	2
2210003	1
2211209	1
4100400	5
4101408	1
4101507	1
4101606	1
4101804	3
4104907	1
4106803	1
4106902	22
4107207	1
4108304	2
4108809	1
4113205	1
4113700	2
4115200	3
4116208	1
4116901	1
4117800	1
4119509	3
4119608	1
4119905	1
4120606	2
4121208	1
4121703	1
4122206	2
4125506	1
4127106	1
4127502	2
3300456	20
3301702	2
3301900	1
3302205	1
3302502	4
3302700	2
3303856	1
3303955	1
3304144	5
3304557	120
3304805	1
3304755	1
3304904	13
3305109	1
3305158	1
3305208	2
3305505	1
2400208	1
2405801	1
1100015	1
1100403	1
1100049	1
1100700	1
1100080	1
1100940	1
1100114	2
1100338	2
1100205	1
1101492	1
1100304	2
1400050	1
1400100	4
1400159	1
1400209	1
1400407	1
1400704	1
4300406	1
4301909	1
4302808	1
4305108	15
4306056	1
4306106	1
4307906	2
4314803	1
4314902	7
4318200	1
4318309	1
4318705	5
4319604	1
4320008	3
4321303	1
4322202	1
4322400	2
4202008	1
4202404	1
4209409	1
2800308	7
2800605	1
2800670	1
2801207	1
2801405	1
2801702	1
2802908	2
2803401	1
2804409	1
2804508	1
2804607	1
2805406	2
2805604	2
3505609	1
3505906	1
3506607	1
3510203	1
3510609	2
3513009	6
3513801	2
3515004	2
3515103	1
3515707	6
3516309	5
3516408	3
3518701	2
3518800	27
3519071	4
3519303	2
3519709	1
3520509	1
3521002	1
3521804	1
3522406	1
3522505	2
3524402	2
3525003	3
3525706	1
3525904	1
3527207	3
3529401	2
3530607	1
3538006	4
3541000	2
3543402	2
3544251	1
3548500	1
3548708	4
3549805	1
3549904	2
3551009	2
3552502	2
3554805	2
1707009	1
1721000	7
1716109	1
