5106372;510502106372
5106422;510100306422
5106455;510100806455
5106653;510502006653
5106703;510502006703
5106752;510301206752
5106778;510200906778
5106802;510100506802
5106851;510301306851
5107008;510502007008
5107040;510501907040
5107065;510201007065
5107107;510301407107
5107180;510200907180
4311627;430502411627
4311643;430502311643
4311700;430100511700
4311718;430100611718
4311734;430502711734
4311759;430602911759
4311775;430502711775
4311791;430502311791
4311809;430101011809
4311908;430100411908
4311981;430502611981
4312005;430100412005
4312054;430402112054
4312104;430301812104
4312138;430101012138
4312153;430402012153
4312179;430100612179
4312203;430100512203
4312252;430502512252
4312302;430100212302
4312351;430201412351
4312377;430201512377
4312385;430201612385
4312401;430502312401
4312427;430101312427
4312443;430502712443
4312450;430703312450
4312476;430502412476
4312500;430502712500
4312609;430402112609
4312617;430201512617
4312625;430101012625
4312658;430101212658
4312674;430101012674
4312708;430100312708
4312757;430201412757
4312807;430201412807
4312906;430201412906
4312955;430100912955
4313003;430402113003
4313011;430100213011
4313037;430301813037
4313060;430502613060
4313086;430201613086
4313102;430301913102
4313201;430502413201
4313300;430201413300
4313334;430100813334
4313359;430201613359
4313375;430502613375
4313391;430402213391
4313409;430502613409
4313425;430100113425
4313441;430100313441
4313466;430100313466
4313490;430100913490
4313508;430502713508
4313607;430100513607
4313656;430502713656
4313706;430100913706
4313805;430100313805
4313904;430100813904
4313953;430402213953
4314001;430201414001
4314027;430402214027
4314035;430502314035
4314050;430502614050
4314068;430402014068
4314076;430402214076
4314100;430101014100
4314134;430100414134
4314159;430402114159
4314175;430703214175
4314209;430703314209
4314308;430100814308
4314407;430703314407
4314423;430502414423
4314456;430100914456
4314464;430201514464
4314472;430301714472
4314498;430100314498
4314506;430703214506
4314555;430100714555
4314605;430703214605
4314704;430100314704
4314753;430502314753
4314779;430101014779
4314787;430100414787
4314803;430502314803
4314902;430502614902
4315008;430100115008
4315057;430100115057
4315073;430100115073
4315107;430100615107
4315131;430402115131
4315149;430502415149
4315156;430402115156
4315172;430201415172
4315206;430201415206
4315305;430602915305
4315313;430100415313
4315354;430101115354
4315404;430100215404
4315453;430402115453
4315503;430301915503
4315602;430703515602
4315701;430402215701
4315750;430502415750
4315800;430402115800
4315909;430100315909
4316006;430502416006
4316105;430101016105
4316204;430100316204
4316303;430100616303
4316402;430603016402
4316436;430101116436
4316451;430101116451
4316477;430100616477
5003157;500401103157
5003207;500100103207
5003256;500300503256
5003306;500200303306
5003488;500100203488
5003504;500401003504
5003702;500401003702
5003751;500401103751
5003900;500200303900
5004007;500401104007
5004106;500400904106
5004304;500401104304
5004403;500300604403
5004502;500401004502
5004601;500401104601
5004700;500401104700
5004809;500401104809
5004908;500200404908
5005004;500400905004
5005103;500401105103
5005152;500401005152
5005202;500100105202
5005251;500401005251
5005400;500401005400
5005608;500100205608
5005681;500401105681
5005707;500401105707
5005806;500400905806
5006002;500401006002
5006200;500300806200
5006259;500401106259
5006309;500300606309
5006358;500401106358
5006408;500200306408
5006606;500401006606
5006903;500100106903
5007109;500300707109
5007208;500401007208
5007307;500200407307
5007406;500200307406
5007505;500200407505
5007554;500300707554
5007695;500200307695
5007703;500401107703
5007802;500300607802
5007901;500200407901
5007935;500200307935
5007950;500401107950
5007976;500300807976
5008008;500200408008
5008305;500300708305
5008404;500401008404
5100102;510401600102
5100201;510201000201
5100250;510100200250
5100300;510502200300
5100359;510200900359
5100409;510502200409
5100508;510401500508
5100607;510502200607
5100805;510100200805
5101001;510201101001
5101209;510502001209
5101258;510301401258
5101308;510401501308
5101407;510100101407
5101605;510401801605
5101704;510301301704
5101803;510201101803
5101852;510200901852
5101902;510100101902
5102504;510401802504
5102603;510201002603
5102637;510100402637
5102678;510501902678
5102686;510100402686
5102694;510200902694
5102702;510201002702
5102793;510100202793
5102850;510100102850
5103007;510401703007
5103056;510100703056
5103106;510201103106
5103205;510100303205
5103254;510100103254
5103304;510100403304
5103353;510200903353
5103361;510301203361
5103379;510100103379
5103403;510401703403
5103437;510401803437
5103452;510301303452
5103502;510100403502
5103601;510502103601
5103700;510100703700
5103809;510301403809
5103858;510100803858
5103908;510502003908
5103957;510301403957
5104104;510100304104
5104203;510502004203
5104500;510301404500
5104526;510100604526
5104542;510100604542
5104559;510100704559
5104609;510502104609
5104807;510502104807
5104906;510401604906
5105002;510301405002
5105101;510100505101
5105176;510100105176
5105200;510502105200
5105234;510301405234
5105259;510100605259
5105507;510301205507
5105580;510100705580
5105606;510100305606
5105622;510301405622
5106000;510401506000
5106109;510401706109
5106158;510100206158
5106174;510201006174
5106190;510100706190
5106208;510100806208
5106216;510100306216
5106224;510100606224
5106232;510301306232
5106257;510201006257
5106265;510100306265
5106273;510100506273
5106281;510201006281
5106299;510100206299
5106315;510200906315
4316501;430502316501
4316600;430100516600
4316733;430101016733
4316758;430402116758
4316808;430402016808
4316907;430301816907
4316956;430502416956
4316972;430603016972
4317103;430603017103
4317202;430100117202
4317251;430201617251
4317301;430703517301
4317400;430301717400
4317558;430101017558
4317608;430502717608
4317707;430100717707
4317756;430100917756
4317806;430100817806
4317954;430100517954
4318002;430602918002
4318051;430101018051
4304663;430703304663
4304671;430502704671
4304689;430502304689
4304697;430402104697
4304705;430100904705
4304713;430502704713
4304804;430201604804
4304853;430100404853
4304903;430101004903
4304952;430101004952
4305009;430100705009
4305108;430201605108
4305116;430100405116
4305124;430703305124
4305132;430402205132
4305157;430100905157
4305173;430502805173
4305207;430100605207
4305306;430100905306
4305355;430502505355
4305371;430101005371
4305405;430100805405
4305439;430703505439
4305447;430502805447
4305454;430502705454
4305504;430101005504
4305587;430402105587
4305603;430101205603
4305702;430100805702
4305801;430100305801
4305835;430402105835
4305850;430100905850
4305871;430100805871
4305900;430100805900
4305934;430201605934
4305959;430201605959
4305975;430101005975
4306007;430100206007
4306056;430703306056
4306072;430100306072
4306106;430101106106
4306130;430100406130
4306205;430402106205
4306304;430101006304
4306320;430100206320
4306353;430100706353
4306379;430301806379
4306403;430502406403
4306429;430100306429
4306452;430201406452
4306502;430502806502
4306551;430502706551
4306601;430603106601
4306700;430301906700
4306734;430100206734
4306759;430402106759
4306767;430502606767
4306809;430402106809
4306908;430703206908
4306924;430100306924
4306932;430100706932
4306957;430100406957
4306973;430100406973
4307005;430100407005
4307054;430101007054
4307104;430703407104
4307203;430100407203
4307302;430100307302
4307401;430201507401
4307450;430100207450
4307500;430101107500
4307559;430100407559
4307609;430502607609
4307708;430502607708
4307807;430402107807
4307815;430402007815
4307831;430100707831
4307864;430201607864
4307906;430201607906
4308003;430301908003
4308052;430100408052
4308078;430402108078
